WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,CONTROL,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
39.7071,2,1,3,2,2,3,3,1,2,2,190000,2000,3,202206,1.0606,22060787,2,2,2,2,2,2,2,2,2,2,2
9.1091,2,1,5,2,4,2,4,1,3,2,190000,2100,3,202206,1.0606,22060788,2,1,2,2,2,2,1,2,2,2,2
12.7789,2,1,1,2,3,4,0,0,1,2,130000,1700,3,202206,1.0606,22060789,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,1,2,3,4,0,0,2,2,150000,1600,1,202206,1.0606,22060790,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,1,2,3,4,0,0,1,2,240000,1400,1,202206,1.0606,22060791,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,2,2,2,4,0,0,2,2,200000,1400,1,202206,1.0606,22060792,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,1,2,1,4,0,0,2,2,150000,1600,3,202206,1.0606,22060793,1,1,1,1,1,1,1,2,1,1,2
12.7789,2,1,1,2,3,4,0,0,2,2,220000,1700,3,202206,1.0606,22060794,2,2,2,2,2,2,2,2,2,2,2
12.7789,1,1,1,2,1,4,0,0,2,2,120000,910,3,202206,1.0606,22060795,1,1,1,1,1,1,1,2,1,1,2
12.7789,2,1,2,2,2,4,0,0,1,2,220000,1200,3,202206,1.0606,22060796,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,1,2,2,4,0,0,2,2,96000,1700,3,202206,1.0606,22060797,2,2,2,2,2,2,1,2,2,1,2
8.125,2,1,1,2,2,1,0,0,2,2,160000,1500,3,202206,1.0606,22060798,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,3,2,200000,1900,3,202206,1.0606,22060799,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,2,2,140000,1500,1,202206,1.0606,22060800,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,1,2,150000,1300,3,202206,1.0606,22060801,2,2,2,2,2,2,2,2,2,2,2
8.125,1,1,1,2,1,1,0,0,2,2,130000,1200,1,202206,1.0606,22060802,2,1,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,3,2,140000,1600,3,202206,1.0606,22060803,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,2,1,0,0,2,2,160000,1600,3,202206,1.0606,22060804,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,3,2,160000,1700,3,202206,1.0606,22060805,2,2,2,2,2,2,2,2,2,2,2
8.125,1,1,1,2,1,1,0,0,2,2,140000,1400,1,202206,1.0606,22060806,1,1,1,1,1,1,1,2,1,1,2
8.125,2,1,1,2,3,1,0,0,2,2,140000,1400,1,202206,1.0606,22060807,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,2,2,140000,990,1,202206,1.0606,22060808,2,2,2,2,2,2,2,2,2,2,2
39.7071,2,1,1,2,2,3,0,0,2,2,180000,1900,3,202206,1.0606,22060809,1,1,1,1,1,1,1,2,1,1,2
39.7071,2,1,1,1,2,3,0,0,2,2,9,1600,3,202206,1.0606,22060810,2,3,1,1,2,2,1,2,1,1,2
39.7071,1,1,1,2,1,3,0,0,3,2,170000,1400,3,202206,1.0606,22060811,2,2,2,2,2,2,2,2,2,2,2
12.7789,2,1,1,2,1,4,0,0,1,2,210000,2200,3,202206,1.0606,22060812,1,1,1,1,1,1,1,2,1,1,2
9.1091,2,1,1,1,1,2,0,0,2,2,9,1600,3,202206,1.0606,22060813,1,3,1,1,1,1,1,2,1,1,2
39.7071,2,1,2,2,2,3,0,0,3,2,150000,1300,3,202206,1.0606,22060814,2,2,2,2,2,2,2,2,2,2,2
9.1091,2,1,1,2,1,2,0,0,3,2,150000,1500,3,202206,1.0606,22060815,2,1,1,1,2,2,1,2,2,1,2
12.7789,2,1,2,2,2,4,0,0,3,2,140000,1400,1,202206,1.0606,22060816,1,1,1,1,1,1,1,2,1,1,2
8.125,2,1,1,2,1,1,0,0,2,2,190000,1900,3,202206,1.0606,22060817,2,2,2,2,2,2,1,2,1,2,2
8.125,2,1,1,2,3,1,0,0,2,2,100000,1200,3,202206,1.0606,22060818,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,3,1,0,0,1,2,120000,1500,1,202206,1.0606,22060819,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,1,1,0,0,2,2,150000,1500,1,202206,1.0606,22060820,2,1,1,1,1,2,1,2,1,1,2
9.1091,2,1,1,2,1,2,0,0,2,2,160000,1700,3,202206,1.0606,22060821,1,1,1,1,1,1,1,2,1,1,2
12.7789,2,1,1,2,2,4,0,0,2,2,130000,1200,3,202206,1.0606,22060822,2,1,1,1,1,1,1,2,1,1,2
12.7789,2,1,1,2,2,4,0,0,1,2,170000,1900,3,202206,1.0606,22060823,2,1,1,1,1,1,1,2,1,1,2
8.125,2,1,2,2,3,1,0,0,1,2,85000,1200,3,202206,1.0606,22060824,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,1,1,0,0,2,2,130000,1500,1,202206,1.0606,22060825,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,1,2,1,1,0,0,2,2,200000,1400,3,202206,1.0606,22060826,2,2,2,2,2,2,2,2,2,2,2
8.125,1,1,2,2,1,1,0,0,2,2,160000,1300,1,202206,1.0606,22060827,2,2,2,2,2,2,2,2,2,2,2
8.125,2,1,2,2,3,1,0,0,1,2,160000,1900,3,202206,1.0606,22060828,2,2,2,2,2,2,2,2,2,2,2
8.125,1,1,1,2,1,1,0,0,2,2,140000,1400,3,202206,1.0606,22060829,2,2,2,2,2,2,2,2,2,2,2
39.7071,1,1,1,2,1,3,0,0,2,2,240000,1900,3,202206,1.0606,22060830,2,2,2,2,2,2,2,2,2,2,2
9.1091,1,1,1,2,1,2,0,0,1,2,160000,1700,3,202206,1.0606,22060831,1,1,1,1,1,1,1,2,1,1,2
9.1091,2,1,1,2,3,2,0,0,1,2,160000,1600,3,202206,1.0606,22060832,2,2,2,2,2,2,2,2,2,2,2
9.1091,2,1,1,2,1,2,0,0,2,2,140000,1400,3,202206,1.0606,22060833,2,1,1,1,1,2,1,2,2,1,2
12.7789,1,2,9,2,9,4,9,9,9,2,180000,2000,3,202206,1.0606,22060834,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,160000,1700,3,202206,1.0606,22060835,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,150000,1500,3,202206,1.0606,22060836,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,140000,2200,3,202206,1.0606,22060837,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,140000,1300,3,202206,1.0606,22060838,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2200,3,202206,1.0606,22060839,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,110000,1100,3,202206,1.0606,22060840,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,240000,2500,3,202206,1.0606,22060841,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202206,1.0606,22060842,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202206,1.0606,22060843,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,220000,2500,3,202206,1.0606,22060844,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2100,3,202206,1.0606,22060845,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,190000,2200,3,202206,1.0606,22060846,2,1,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,220000,1800,3,202206,1.0606,22060847,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,240000,2500,3,202206,1.0606,22060848,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1900,3,202206,1.0606,22060849,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202206,1.0606,22060850,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,140000,1400,3,202206,1.0606,22060851,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1700,3,202206,1.0606,22060852,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,170000,1800,3,202206,1.0606,22060853,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,160000,1700,3,202206,1.0606,22060854,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,180000,1500,3,202206,1.0606,22060855,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202206,1.0606,22060856,1,1,1,1,1,1,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,130000,1300,1,202206,1.0606,22060857,2,1,1,1,1,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,120000,1300,3,202206,1.0606,22060858,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,180000,2500,3,202206,1.0606,22060859,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,87000,1600,3,202206,1.0606,22060860,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,210000,1700,3,202206,1.0606,22060861,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,140000,1400,1,202206,1.0606,22060862,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,140000,1800,3,202206,1.0606,22060863,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,300000,2200,3,202206,1.0606,22060864,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,200000,2200,3,202206,1.0606,22060865,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,300000,2200,3,202206,1.0606,22060866,2,2,2,2,2,2,3,3,3,3,3
9.1091,2,2,9,2,9,2,9,9,9,2,150000,1600,3,202206,1.0606,22060867,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,180000,2000,3,202206,1.0606,22060868,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,210000,2500,3,202206,1.0606,22060869,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202206,1.0606,22060870,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2500,3,202206,1.0606,22060871,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,110000,1700,3,202206,1.0606,22060872,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,150000,1600,3,202206,1.0606,22060873,2,1,1,1,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202206,1.0606,22060874,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,160000,1800,3,202206,1.0606,22060875,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1800,3,202206,1.0606,22060876,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,210000,2200,3,202206,1.0606,22060877,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,180000,1900,3,202206,1.0606,22060878,2,1,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,220000,1800,3,202206,1.0606,22060879,2,2,2,2,2,2,3,3,3,3,3
12.7789,2,2,9,2,9,4,9,9,9,2,200000,1200,3,202206,1.0606,22060880,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,140000,1400,3,202206,1.0606,22060881,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,110000,1100,3,202206,1.0606,22060882,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,180000,1600,3,202206,1.0606,22060883,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,300000,2200,3,202206,1.0606,22060884,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2000,3,202206,1.0606,22060885,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,180000,1900,3,202206,1.0606,22060886,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,150000,2000,3,202206,1.0606,22060887,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,1900,3,202206,1.0606,22060888,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,140000,1300,3,202206,1.0606,22060889,2,1,1,1,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,89000,1300,3,202206,1.0606,22060890,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202206,1.0606,22060891,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,130000,1300,3,202206,1.0606,22060892,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,140000,1500,3,202206,1.0606,22060893,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2200,3,202206,1.0606,22060894,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,180000,2000,1,202206,1.0606,22060895,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,2100,3,202206,1.0606,22060896,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,140000,1900,3,202206,1.0606,22060897,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,170000,1800,3,202206,1.0606,22060898,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,99000,1600,3,202206,1.0606,22060899,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,150000,1600,3,202206,1.0606,22060900,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1900,3,202206,1.0606,22060901,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,4,9,9,9,2,160000,1700,3,202206,1.0606,22060902,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,89000,1200,3,202206,1.0606,22060903,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,130000,1700,3,202206,1.0606,22060904,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,190000,2200,3,202206,1.0606,22060905,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,170000,1800,3,202206,1.0606,22060906,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,190000,1600,3,202206,1.0606,22060907,2,2,2,2,2,2,3,3,3,3,3
8.5193,2,2,9,2,9,5,9,9,9,3,240000,3100,3,202206,1.0606,22060908,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,140000,1900,3,202206,1.0606,22060909,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,170000,1800,3,202206,1.0606,22060910,1,1,1,1,1,1,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,150000,1500,3,202206,1.0606,22060911,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,240000,2500,3,202206,1.0606,22060912,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,130000,1500,3,202206,1.0606,22060913,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1900,3,202206,1.0606,22060914,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,2100,3,202206,1.0606,22060915,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,170000,1300,3,202206,1.0606,22060916,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,250000,1800,3,202206,1.0606,22060917,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,130000,1400,3,202206,1.0606,22060918,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,95000,1300,3,202206,1.0606,22060919,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,140000,1300,3,202206,1.0606,22060920,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,250000,1300,3,202206,1.0606,22060921,2,2,2,2,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1600,3,202206,1.0606,22060922,1,1,1,1,1,1,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,160000,1700,3,202206,1.0606,22060923,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,85000,1600,3,202206,1.0606,22060924,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,130000,1200,3,202206,1.0606,22060925,1,1,1,1,1,1,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,140000,1600,3,202206,1.0606,22060926,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,200000,2300,3,202206,1.0606,22060927,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,120000,1600,3,202206,1.0606,22060928,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,85000,1600,3,202206,1.0606,22060929,2,2,2,2,2,2,3,3,3,3,3
12.7789,2,2,9,2,9,4,9,9,9,2,190000,2200,3,202206,1.0606,22060930,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,3,9,9,9,2,130000,1300,3,202206,1.0606,22060931,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1600,3,202206,1.0606,22060932,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,89000,1100,3,202206,1.0606,22060933,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,120000,1300,3,202206,1.0606,22060934,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,190000,1900,3,202206,1.0606,22060935,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,140000,1700,3,202206,1.0606,22060936,2,2,2,2,2,2,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,130000,1200,1,202206,1.0606,22060937,1,1,1,1,1,1,3,3,3,3,3
8.125,1,2,9,2,9,1,9,9,9,2,130000,1500,3,202206,1.0606,22060938,2,2,2,2,2,2,3,3,3,3,3
12.7789,1,2,9,2,9,4,9,9,9,2,130000,1300,3,202206,1.0606,22060939,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,110000,1600,3,202206,1.0606,22060940,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,170000,2100,3,202206,1.0606,22060941,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,210000,2100,3,202206,1.0606,22060942,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,140000,2200,3,202206,1.0606,22060943,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,190000,2400,3,202206,1.0606,22060944,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,130000,1100,3,202206,1.0606,22060945,1,1,1,1,1,1,3,3,3,3,3
39.7071,2,2,9,2,9,3,9,9,9,2,130000,1100,3,202206,1.0606,22060946,2,1,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,120000,1600,3,202206,1.0606,22060947,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,120000,1700,3,202206,1.0606,22060948,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,110000,1600,3,202206,1.0606,22060949,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,120000,1600,3,202206,1.0606,22060950,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,160000,1300,3,202206,1.0606,22060951,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,87000,1900,3,202206,1.0606,22060952,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,140000,1900,3,202206,1.0606,22060953,2,2,2,2,2,2,3,3,3,3,3
39.7071,1,2,9,2,9,3,9,9,9,2,130000,1900,3,202206,1.0606,22060954,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,160000,1700,3,202206,1.0606,22060955,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,190000,1600,3,202206,1.0606,22060956,2,2,2,2,2,2,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,190000,2200,3,202206,1.0606,22060957,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202206,1.0606,22060958,1,1,1,1,1,1,3,3,3,3,3
9.1091,1,2,9,1,9,2,9,9,9,2,9,1300,3,202206,1.0606,22060959,1,3,1,1,1,1,3,3,3,3,3
39.7071,3,9,9,9,9,5,9,9,9,2,9,9,9,202206,1.0606,22060960,2,3,3,3,3,3,3,3,3,3,3
12.7789,3,9,9,9,9,5,9,9,9,2,9,9,9,202206,1.0606,22060961,1,3,3,3,3,3,3,3,3,3,3
8.125,3,9,9,9,9,5,9,9,9,2,9,9,9,202206,1.0606,22060962,2,3,3,3,3,3,3,3,3,3,3
9.1091,3,9,9,9,9,5,9,9,9,2,9,9,9,202206,1.0606,22060963,2,3,3,3,3,3,3,3,3,3,3
57.1571,1,1,5,2,1,3,1,1,3,1,60000,840,1,202207,1.1433,22070001,2,2,2,2,2,2,2,2,2,2,2
20.1053,2,1,4,2,1,4,3,1,2,1,150000,840,3,202207,1.1433,22070002,2,2,2,2,2,2,2,2,2,2,2
20.1053,2,1,4,2,1,4,1,1,2,1,96000,1300,3,202207,1.1433,22070003,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,4,2,1,4,1,1,2,1,87000,1100,1,202207,1.1433,22070004,1,1,1,1,1,1,1,1,1,1,1
20.1053,1,1,3,2,1,4,1,1,2,1,85000,1100,3,202207,1.1433,22070005,2,2,2,2,2,2,1,1,2,1,1
20.1053,1,1,3,1,1,4,1,1,2,1,9,1100,3,202207,1.1433,22070006,2,3,2,2,2,2,1,1,2,1,1
20.1053,1,1,3,2,1,4,1,1,2,1,85000,1100,3,202207,1.1433,22070007,2,2,2,2,2,2,1,1,2,1,1
57.1571,1,1,4,1,1,3,1,2,3,1,9,920,3,202207,1.1433,22070008,2,3,2,2,2,2,2,2,2,2,2
57.1571,2,1,3,2,3,3,1,1,2,1,76000,660,1,202207,1.1433,22070009,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,3,2,1,1,1,1,56000,900,1,202207,1.1433,22070010,2,2,2,2,2,2,2,2,2,2,2
14.6545,1,1,3,2,1,2,1,1,1,1,79000,840,1,202207,1.1433,22070011,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,5,2,1,2,1,1,2,1,68000,1200,3,202207,1.1433,22070012,2,2,2,2,2,2,1,1,2,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,88000,1200,3,202207,1.1433,22070013,2,2,2,2,2,2,1,1,2,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,96000,1300,3,202207,1.1433,22070014,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,84000,1100,3,202207,1.1433,22070015,2,2,2,2,2,2,2,2,2,2,2
14.6545,1,1,3,2,1,2,1,1,2,1,70000,1200,3,202207,1.1433,22070016,2,2,2,2,2,2,1,1,2,1,1
57.1571,2,1,5,2,1,3,1,1,1,1,84000,980,3,202207,1.1433,22070017,1,1,1,1,1,1,1,1,1,1,1
57.1571,1,1,5,2,3,3,1,1,2,1,84000,980,3,202207,1.1433,22070018,1,1,1,1,1,1,1,1,1,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,81000,900,1,202207,1.1433,22070019,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,1,2,1,1,2,1,94000,1200,3,202207,1.1433,22070020,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,3,2,1,1,3,1,75000,900,1,202207,1.1433,22070021,2,2,2,2,2,2,2,2,2,2,2
14.6545,1,1,3,2,1,2,1,1,2,1,56000,900,1,202207,1.1433,22070022,2,2,2,2,2,2,1,1,2,1,1
14.6545,1,1,3,1,1,2,1,1,2,1,9,980,3,202207,1.1433,22070023,2,3,2,2,2,2,2,2,2,2,2
14.6545,2,1,3,2,1,2,1,1,3,1,81000,900,1,202207,1.1433,22070024,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,1,2,1,1,1,1,78000,1200,3,202207,1.1433,22070025,2,2,2,2,2,2,1,1,2,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,85000,1100,3,202207,1.1433,22070026,2,2,2,2,2,2,1,1,2,1,1
14.6545,1,1,3,2,1,2,1,1,2,1,90000,1100,3,202207,1.1433,22070027,1,1,1,1,1,1,1,1,1,1,1
14.6545,2,1,3,2,1,2,1,1,2,1,90000,1100,3,202207,1.1433,22070028,2,2,2,2,2,2,1,1,2,1,1
57.1571,2,1,3,2,2,3,1,1,2,1,130000,1300,3,202207,1.1433,22070029,2,2,2,2,2,2,2,2,2,2,2
57.1571,2,1,3,2,3,3,1,1,2,1,53000,900,1,202207,1.1433,22070030,2,2,1,1,2,2,2,2,2,1,1
