WEIGHT,LOCATION,REGION,SECTIONS,SQFT,BEDROOMS,WGTADJ,PRICE
2.928707890939619,-0.9690247467979518,0.3048559216430709,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,90000
2.928707890939619,0.15816641797166076,0.3048559216430709,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,82000
2.928707890939619,1.2853575827412733,0.3048559216430709,-1.5467903971043708,-0.8709274139761902,0.5075804752908536,-2.4581634112511472,68000
-0.084678604051563,0.15816641797166076,1.232883109161382,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,90000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,90000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-1.2810574690831802,0.5075804752908536,-2.4581634112511472,76000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-0.8709274139761902,0.5075804752908536,-2.4581634112511472,85000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-1.5089074996981746,-1.9701309421466224,-2.4581634112511472,71000
-0.084678604051563,1.2853575827412733,1.232883109161382,-1.5467903971043708,-0.8709274139761902,0.5075804752908536,-2.4581634112511472,85000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-0.4152273527462014,0.5075804752908536,-2.4581634112511472,94000
-0.084678604051563,-0.9690247467979518,1.232883109161382,-1.5467903971043708,-0.8709274139761902,0.5075804752908536,-2.4581634112511472,85000
-0.5094096341029022,0.15816641797166076,-1.5511984533935514,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,96000
2.928707890939619,0.15816641797166076,0.3048559216430709,-1.5467903971043708,-1.8734675486821657,-1.9701309421466224,-2.4581634112511472,69000
-0.25348906577040664,-0.9690247467979518,-0.6231712658752403,-1.5467903971043708,-1.6911875241901702,-1.9701309421466224,-2.4581634112511472,66000
-0.25348906577040664,-0.9690247467979518,-0.6231712658752403,-1.5467903971043708,-0.6430773833611958,0.5075804752908536,-2.4581634112511472,90000
-0.25348906577040664,-0.9690247467979518,-0.6231712658752403,-1.5467903971043708,-0.8709274139761902,0.5075804752908536,-2.4581634112511472,82000
-0.25348906577040664,-0.9690247467979518,-0.6231712658752403,-1.5467903971043708,-0.4152273527462014,0.5075804752908536,-2.4581634112511472,94000
-0.25348906577040664,-0.9690247467979518,-0.6231712658752403,-1.5467903971043708,-1.6911875241901702,-1.9701309421466224,-2.4581634112511472,91000
