WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,WGTADJ,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
16.1545,2,1,3,2,1,4,1,1,2,1,75000,920,3,1.0389,1,0,0,0,0,1,0,0,0,0,0
76.2786,1,1,3,2,1,3,1,1,1,1,78000,830,1,1.0389,1,1,1,1,1,1,0,0,1,0,0
76.2786,2,1,4,2,1,3,1,1,2,1,63000,1200,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,3,2,1,2,1,1,2,1,84000,1100,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,2,1,3,2,1,2,1,1,2,1,84000,1100,3,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,2,1,3,2,1,2,1,1,2,1,83000,1100,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,3,2,1,2,1,1,2,1,100000,1200,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,3,2,3,2,1,1,2,1,91000,740,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
22.3474,2,1,3,2,1,2,1,1,1,1,66000,800,1,1.0389,1,0,0,0,0,1,0,0,1,0,0
16.1545,2,1,3,2,3,2,1,1,2,1,120000,1300,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,3,2,1,2,1,1,2,1,66000,800,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,1,1,3,2,1,2,1,1,2,1,66000,800,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
76.2786,2,1,4,2,2,3,1,1,2,1,92000,1300,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,1,1,3,2,1,2,1,1,2,1,85000,960,3,1.0389,1,1,1,1,1,1,0,0,1,0,0
16.1545,2,1,5,2,1,2,1,1,2,1,95000,1200,3,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,2,1,3,2,1,2,1,1,2,1,73000,900,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,1,1,3,2,1,2,1,1,2,1,65000,740,1,1.0389,1,1,1,1,1,1,0,0,1,0,0
16.1545,1,1,3,2,1,2,1,1,2,1,89000,1200,3,1.0389,1,1,1,1,1,1,1,0,1,0,0
16.1545,1,1,3,2,2,2,1,1,2,1,75000,900,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
22.3474,2,1,3,2,1,2,1,1,2,1,56000,1300,3,1.0389,1,1,1,1,1,1,0,0,1,0,0
16.1545,2,1,3,2,1,2,1,1,2,1,70000,1100,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,1,1,3,2,1,2,1,1,2,1,84000,1100,3,1.0389,1,0,0,0,1,1,0,0,1,0,0
76.2786,2,1,5,2,3,3,1,1,2,1,71000,1300,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,1,1,3,2,3,2,1,1,2,1,66000,800,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,2,1,3,2,2,2,1,1,2,1,79000,990,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
22.3474,2,1,3,2,2,4,1,2,2,1,57000,590,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
76.2786,2,1,3,2,3,3,1,1,2,1,53000,660,1,1.0389,1,0,1,1,1,1,0,0,0,0,0
16.1545,2,1,3,2,1,2,1,1,3,1,84000,1100,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
16.1545,2,1,3,2,1,2,1,1,2,1,72000,1100,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,3,2,1,2,1,1,2,1,99000,1300,3,1.0389,1,0,0,0,1,1,0,0,1,0,0
76.2786,2,1,5,2,3,3,1,1,2,1,88000,1200,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
11.95,2,1,3,2,1,1,1,1,1,1,75000,920,1,1.0389,0,0,0,0,0,0,0,0,0,0,0
11.95,2,1,3,2,1,1,1,1,2,1,120000,1200,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
11.95,2,1,3,2,1,1,1,1,2,1,99000,1200,1,1.0389,1,0,0,0,0,0,0,0,0,0,0
11.95,2,1,5,2,3,1,1,1,2,1,73000,920,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
11.95,1,1,3,2,1,1,1,1,1,1,70000,1200,3,1.0389,1,1,1,1,1,1,0,0,1,0,0
11.95,1,1,3,2,1,1,1,1,2,1,67000,1100,3,1.0389,1,1,1,1,1,1,0,0,1,0,0
76.2786,2,1,3,2,3,3,1,1,3,1,90000,1200,3,1.0389,0,0,0,0,0,0,0,0,0,0,0
76.2786,2,1,5,2,3,3,1,1,2,1,75000,920,3,1.0389,0,0,0,0,0,0,0,0,0,0,0
76.2786,1,1,3,2,3,3,1,1,2,1,95000,1200,3,1.0389,0,0,0,0,0,0,0,0,0,0,0
76.2786,2,1,3,2,2,3,1,2,2,1,53000,840,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
22.3474,1,1,2,2,3,4,0,0,2,1,65000,780,1,1.0389,0,0,0,0,0,0,0,1,0,0,1
11.95,2,1,1,2,3,1,0,0,3,1,78000,870,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
11.95,2,1,1,2,1,1,0,0,1,1,84000,950,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,1,2,3,2,0,0,2,1,65000,740,1,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,1,1,1,2,1,2,0,0,2,1,73000,900,1,1.0389,0,0,0,0,0,0,0,1,0,0,1
16.1545,1,1,1,2,1,2,0,0,2,1,95000,1200,3,1.0389,1,1,1,1,1,1,0,1,1,0,1
16.1545,2,1,1,2,1,2,0,0,2,1,77000,960,3,1.0389,0,0,0,0,0,0,0,1,0,0,1
76.2786,2,1,2,2,3,3,0,0,2,1,95000,1200,3,1.0389,1,0,0,0,0,0,0,1,0,0,1
76.2786,2,1,2,2,2,3,0,0,2,1,90000,1100,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
16.1545,2,1,1,2,1,2,0,0,1,1,99000,1300,3,1.0389,0,0,0,0,0,0,0,1,0,0,1
16.1545,2,1,1,2,1,2,0,0,2,1,120000,1300,3,1.0389,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,4,2,1,3,1,2,2,2,100000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,5,2,3,3,1,1,2,2,160000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,1,1,2,2,140000,1500,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
7.4491,2,1,3,2,2,5,1,2,1,3,300000,2600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,3,4,1,1,2,2,190000,1600,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,2,4,1,2,1,2,130000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,3,4,1,1,1,2,150000,1500,3,1.0248,1,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,3,4,1,1,1,2,120000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,1,1,2,2,170000,1100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,3,2,2,4,3,2,2,2,240000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,4,2,4,4,1,1,2,2,220000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,2,4,3,2,2,2,140000,1200,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,3,4,3,1,1,2,160000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,3,1,1,2,130000,1200,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,4,2,1,4,3,1,2,2,160000,1700,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,1,4,3,1,2,2,130000,1200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,4,1,1,1,2,150000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,2,4,1,1,1,2,200000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,3,2,1,4,3,1,2,2,140000,1400,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,4,2,1,4,3,1,1,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,3,4,1,1,2,2,200000,1200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,3,2,2,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,1,4,3,1,1,2,190000,1500,3,1.0248,1,1,1,1,1,1,1,0,0,0,0
11.1737,2,1,4,2,1,4,3,1,1,2,150000,1500,3,1.0248,1,0,1,1,1,0,0,0,0,0,0
11.1737,2,1,3,2,2,4,1,1,2,2,140000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,4,2,1,4,3,1,2,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,1,1,3,2,2,4,1,2,1,2,160000,1700,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
11.1737,1,1,4,2,1,4,2,1,2,2,300000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,3,2,2,4,1,2,1,2,150000,1600,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,1,1,2,2,150000,1200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,1,1,2,2,160000,1700,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,1,4,1,1,2,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,1,1,3,2,2,4,3,1,1,2,140000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,3,2,1,4,1,1,2,2,130000,1200,1,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,1,1,3,2,2,4,3,1,1,2,300000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,5,2,1,3,1,1,2,2,200000,2200,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,5,2,3,3,1,1,3,2,100000,1500,3,1.0248,1,1,1,1,1,1,0,1,1,1,1
38.1393,2,1,4,2,3,3,1,1,2,2,120000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
25.4262,2,1,3,2,3,5,1,1,1,3,260000,2900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,3,2,170000,1800,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,1,1,3,2,1,3,1,1,1,2,160000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,1,1,3,2,1,3,1,1,1,2,140000,1100,1,1.0248,1,1,1,1,1,1,0,0,1,0,0
38.1393,2,1,3,2,2,3,1,1,2,2,200000,2200,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,1,4,3,1,1,2,170000,1800,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,3,2,2,4,3,1,1,2,300000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,1,4,1,1,2,2,96000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,2,2,1,1,2,2,200000,2400,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,3,2,1,1,2,2,130000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,1,2,1,1,2,2,130000,1200,3,1.0248,1,0,0,0,0,1,0,0,1,0,0
8.0773,1,1,3,2,1,2,1,1,2,2,140000,1300,3,1.0248,1,0,1,1,1,1,0,0,1,0,0
8.0773,1,1,3,2,1,2,1,1,2,2,130000,1600,3,1.0248,1,1,1,1,1,1,0,0,1,0,0
8.0773,2,1,3,2,1,2,1,1,2,2,140000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,1,1,3,2,1,2,1,1,2,2,89000,1400,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,3,2,1,1,2,2,150000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,1,2,1,2,1,2,180000,2000,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,2,1,3,2,3,2,1,3,1,2,180000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,2,1,1,2,2,190000,2000,3,1.0248,1,1,1,1,1,1,0,1,1,1,1
38.1393,2,1,3,2,2,3,1,1,2,2,160000,1700,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,2,2,180000,2000,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,2,2,200000,2200,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
38.1393,2,1,4,2,3,3,1,1,2,2,200000,2200,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,2,1,5,2,1,2,1,3,2,2,180000,1900,3,1.0248,1,0,0,0,0,1,0,0,1,0,0
8.0773,1,1,3,2,1,2,1,1,2,2,150000,1500,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,1,1,3,2,1,2,1,1,2,2,110000,1500,3,1.0248,1,1,1,1,1,1,0,0,1,1,0
8.0773,1,1,3,2,1,2,1,1,2,2,150000,1500,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,2,1,3,2,1,2,1,1,2,2,200000,2400,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,1,1,3,2,1,2,3,1,1,2,110000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,1,1,3,2,1,2,1,1,2,2,120000,1500,3,1.0248,1,1,1,1,1,1,1,0,1,0,0
8.0773,1,1,3,2,1,2,1,1,1,2,110000,1100,3,1.0248,1,1,1,1,1,1,0,0,1,0,0
8.0773,1,1,5,2,1,2,1,1,2,2,160000,1700,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,5,2,1,2,4,1,2,2,110000,1200,3,1.0248,1,1,1,1,1,1,0,1,1,1,1
8.0773,1,1,3,2,1,2,1,1,3,2,89000,1200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,3,1,1,2,160000,2300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,5,2,3,3,1,1,2,2,180000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,1,1,3,2,3,3,1,1,2,2,160000,1700,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
8.0773,2,1,3,2,3,2,1,1,2,2,170000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,3,2,1,1,1,2,190000,2000,3,1.0248,1,0,0,0,0,0,0,0,0,0,0
8.0773,2,1,3,2,2,2,1,1,2,2,180000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,1,1,3,2,1,2,1,2,1,2,130000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,3,2,3,4,1,2,2,2,300000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,2,2,1,1,2,2,180000,2000,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
8.0773,1,1,3,2,2,2,1,1,2,2,180000,1900,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,2,1,4,2,1,4,3,1,2,2,130000,1200,1,1.0248,0,0,0,0,0,0,0,0,0,0,0
11.1737,1,1,4,2,1,4,3,2,1,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
5.975,1,1,3,2,1,1,1,1,1,2,130000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,3,2,1,1,1,2,1,2,140000,1300,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,2,2,150000,1500,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,1,2,200000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,2,3,1,1,1,2,150000,1600,3,1.0248,1,0,1,1,1,1,1,1,1,1,1
8.0773,2,1,3,2,1,2,1,1,2,2,150000,1500,1,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,1,2,160000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,1,1,3,2,3,3,1,1,2,2,130000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,3,2,2,4,1,1,2,2,130000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
7.4491,1,1,3,2,2,5,1,1,2,3,220000,2600,3,1.0248,1,0,0,0,1,1,1,1,1,1,1
5.975,2,1,3,2,3,1,1,1,1,2,92000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,3,2,3,1,1,1,2,2,170000,1900,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
5.975,2,1,3,2,1,1,1,1,2,2,100000,990,1,1.0248,1,1,1,1,1,1,1,1,0,1,1
5.975,2,1,3,2,3,1,1,1,2,2,85000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,3,2,2,1,1,1,2,2,85000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,1,1,3,2,1,1,1,1,2,2,150000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,3,2,1,1,1,1,1,2,140000,1300,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
5.975,2,1,3,2,1,1,1,1,3,2,140000,1300,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
5.975,1,1,3,2,1,1,1,1,2,2,170000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,4,2,2,1,2,1,2,2,140000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,2,2,160000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,2,2,150000,1600,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,5,2,3,3,1,1,2,2,220000,2500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,2,3,1,1,3,2,190000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,2,3,1,2,2,2,200000,2300,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,2,3,1,1,2,2,160000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,2,2,2,240000,2300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,1,2,240000,2500,3,1.0248,1,1,1,1,1,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,1,2,180000,1900,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,2,2,170000,1900,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,3,2,3,3,1,1,1,2,240000,2200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,3,3,1,1,2,2,190000,2000,3,1.0248,0,0,0,0,0,0,0,0,0,0,0
38.1393,2,1,5,2,3,3,1,1,2,2,130000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,4,2,2,3,1,1,2,2,130000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,5,2,2,3,1,1,1,2,160000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,3,2,2,3,1,1,2,2,150000,1600,3,1.0248,1,0,1,1,1,1,0,1,0,1,1
38.1393,2,1,3,2,2,3,1,1,2,2,200000,2100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,1,2,3,4,0,0,2,2,160000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,2,2,1,4,0,0,3,2,240000,1200,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,1,1,2,2,1,4,0,0,2,2,200000,2200,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
11.1737,2,1,1,2,1,4,0,0,2,2,120000,1100,1,1.0248,0,0,0,0,0,0,0,1,0,0,1
11.1737,2,1,2,2,2,4,0,0,1,2,240000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,150000,1400,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,3,1,0,0,2,2,160000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,1,1,1,2,1,1,0,0,2,2,280000,1200,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,1,1,0,0,2,2,280000,1300,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,1,1,1,2,1,1,0,0,2,2,140000,1400,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
5.975,2,1,1,2,3,1,0,0,1,2,150000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,3,1,0,0,1,2,150000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,1,2,1,3,0,0,2,2,240000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,2,2,3,4,0,0,1,2,120000,1800,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,2,2,3,3,0,0,2,2,160000,1700,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
8.0773,2,1,1,2,2,2,0,0,1,2,150000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,1,2,2,4,0,0,3,2,200000,2200,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
11.1737,1,1,1,2,3,4,0,0,2,2,170000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,95000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,3,1,0,0,2,2,200000,1900,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,1,1,1,2,3,1,0,0,3,2,180000,1700,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,180000,1900,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
5.975,2,1,1,2,1,1,0,0,2,2,180000,1900,3,1.0248,1,0,0,0,0,1,0,1,1,0,1
5.975,2,1,1,2,1,1,0,0,2,2,140000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,180000,1600,3,1.0248,1,1,1,1,1,1,0,1,1,1,1
5.975,1,1,2,2,1,1,0,0,2,2,160000,1600,3,1.0248,0,0,0,0,0,0,0,1,0,0,1
8.0773,2,1,1,2,1,2,0,0,2,2,89000,1500,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,1,2,1,2,0,0,1,2,180000,2000,3,1.0248,1,0,0,0,0,0,0,1,0,0,1
8.0773,2,1,2,2,3,2,0,0,2,2,120000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,2,2,2,4,0,0,2,2,170000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
7.4491,2,1,1,2,3,5,0,0,2,3,160000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
11.1737,2,1,1,2,2,4,0,0,2,2,190000,1800,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,2,2,180000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,1,2,110000,1600,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,1,2,100000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,280000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,2,2,85000,1100,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,1,2,150000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,160000,1200,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,2,2,85000,1300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,1,2,1,1,0,0,2,2,280000,1900,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
5.975,2,1,2,2,3,1,0,0,1,2,98000,1400,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
38.1393,2,1,2,2,2,3,0,0,2,2,210000,2300,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,1,2,1,2,0,0,2,2,180000,2000,3,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,1,2,3,2,0,0,1,2,130000,1500,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,2,1,1,2,3,2,0,0,2,2,120000,1500,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
8.0773,1,1,1,2,1,2,0,0,2,2,180000,1500,1,1.0248,1,1,1,1,1,1,1,1,1,1,1
23.3053,1,1,3,2,1,4,3,1,2,1,92000,1200,3,0.9168,0,0,0,0,0,0,0,0,0,0,0
71.3286,2,1,4,2,3,3,1,1,2,1,90000,1200,3,0.9168,1,1,1,1,1,1,1,1,1,1,1
71.3286,2,1,5,2,3,3,1,1,2,1,81000,1200,3,0.9168,1,1,1,1,1,1,1,1,1,1,1
23.3053,2,1,4,2,1,4,3,1,2,1,70000,780,1,0.9168,0,0,0,0,0,0,0,0,0,0,0
71.3286,1,1,3,2,1,4,1,1,2,1,87000,1200,3,0.9168,1,1,1,1,1,1,1,1,1,1,1
23.3053,2,1,3,2,1,4,1,1,2,1,92000,1200,3,0.9168,1,0,0,0,0,1,0,0,0,0,0
71.3286,2,1,3,2,2,3,1,2,2,1,81000,1000,3,0.9168,0,0,0,0,0,0,0,0,0,0,0
23.3053,2,1,3,2,1,4,3,1,2,1,120000,1200,3,0.9168,1,1,1,1,1,1,1,1,1,1,1
16.3727,2,1,3,2,1,2,1,1,2,1,84000,1100,3,0.9168,1,0,0,0,0,1,0,0,1,0,0
16.3727,1,1,3,2,1,2,1,1,2,1,77000,920,3,0.9168,0,0,0,0,0,0,0,0,0,0,0
16.3727,1,1,3,2,1,2,1,1,1,1,85000,960,1,0.9168,1,1,1,1,1,1,0,0,1,0,0
16.3727,2,1,3,2,1,2,1,1,2,1,87000,1100,3,0.9168,1,0,0,0,1,1,0,0,1,0,0
