LOCATION,REGION,SQFT,WGTADJ,PRICE
-0.9690247467979518,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,90000
0.15816641797166076,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,82000
1.2853575827412733,0.3048559216430709,-0.8709274139761902,-2.4581634112511472,68000
0.15816641797166076,1.232883109161382,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,1.232883109161382,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,1.232883109161382,-1.2810574690831802,-2.4581634112511472,76000
-0.9690247467979518,1.232883109161382,-0.8709274139761902,-2.4581634112511472,85000
-0.9690247467979518,1.232883109161382,-1.5089074996981746,-2.4581634112511472,71000
1.2853575827412733,1.232883109161382,-0.8709274139761902,-2.4581634112511472,85000
-0.9690247467979518,1.232883109161382,-0.4152273527462014,-2.4581634112511472,94000
-0.9690247467979518,1.232883109161382,-0.8709274139761902,-2.4581634112511472,85000
0.15816641797166076,-1.5511984533935514,-0.6430773833611958,-2.4581634112511472,96000
0.15816641797166076,0.3048559216430709,-1.8734675486821657,-2.4581634112511472,69000
-0.9690247467979518,-0.6231712658752403,-1.6911875241901702,-2.4581634112511472,66000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,-0.6231712658752403,-0.8709274139761902,-2.4581634112511472,82000
-0.9690247467979518,-0.6231712658752403,-0.4152273527462014,-2.4581634112511472,94000
-0.9690247467979518,-0.6231712658752403,-1.6911875241901702,-2.4581634112511472,91000
-0.9690247467979518,-0.6231712658752403,-1.1899174568371824,-2.4581634112511472,78000
-0.9690247467979518,-0.6231712658752403,-1.6911875241901702,-2.4581634112511472,69000
-0.9690247467979518,-0.6231712658752403,-1.1899174568371824,-2.4581634112511472,78000
1.2853575827412733,0.3048559216430709,-1.326627475206179,-2.4581634112511472,75000
0.15816641797166076,0.3048559216430709,-0.4152273527462014,-2.4581634112511472,73000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,87000
-0.9690247467979518,-0.6231712658752403,-0.8709274139761902,-2.4581634112511472,71000
-0.9690247467979518,-0.6231712658752403,-0.4152273527462014,-2.4581634112511472,94000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,65000
-0.9690247467979518,-0.6231712658752403,-0.8709274139761902,-2.4581634112511472,67000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,100000
-0.9690247467979518,-0.6231712658752403,-1.2810574690831802,-2.4581634112511472,76000
-0.9690247467979518,-0.6231712658752403,-0.8709274139761902,-2.4581634112511472,82000
-0.9690247467979518,-0.6231712658752403,-0.8709274139761902,-2.4581634112511472,82000
1.2853575827412733,1.232883109161382,-0.4152273527462014,-2.4581634112511472,94000
0.15816641797166076,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,-1.5511984533935514,-1.6000475119441724,-2.4581634112511472,93000
-0.9690247467979518,0.3048559216430709,-1.2810574690831802,-2.4581634112511472,98000
-0.9690247467979518,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,56000
1.2853575827412733,-0.6231712658752403,-0.6430773833611958,-2.4581634112511472,92000
1.2853575827412733,0.3048559216430709,-1.4633374935751757,-2.4581634112511472,53000
0.15816641797166076,1.232883109161382,-1.5089074996981746,-2.4581634112511472,57000
-0.9690247467979518,-1.5511984533935514,-1.1899174568371824,-2.4581634112511472,95000
-0.9690247467979518,-1.5511984533935514,-1.9418225578666641,-2.4581634112511472,99000
-0.9690247467979518,-1.5511984533935514,-0.8709274139761902,-2.4581634112511472,82000
1.2853575827412733,-1.5511984533935514,-1.212702459898682,-2.4581634112511472,80000
-0.9690247467979518,-1.5511984533935514,-0.8709274139761902,-2.4581634112511472,76000
0.15816641797166076,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,73000
1.2853575827412733,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,98000
1.2853575827412733,0.3048559216430709,-1.4633374935751757,-2.4581634112511472,65000
1.2853575827412733,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,100000
0.15816641797166076,0.3048559216430709,-1.1899174568371824,-2.4581634112511472,53000
-0.9690247467979518,0.3048559216430709,-1.326627475206179,-2.4581634112511472,96000
0.15816641797166076,0.3048559216430709,-0.8709274139761902,-2.4581634112511472,84000
-0.9690247467979518,-0.6231712658752403,-0.4152273527462014,-2.4581634112511472,75000
0.15816641797166076,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,68000
-0.9690247467979518,0.3048559216430709,-0.6430773833611958,-2.4581634112511472,53000
1.2853575827412733,1.232883109161382,-1.5089074996981746,-2.4581634112511472,71000
-0.9690247467979518,-1.5511984533935514,-0.6430773833611958,-2.4581634112511472,90000
-0.9690247467979518,-1.5511984533935514,-1.0987774445911846,-2.4581634112511472,80000
1.2853575827412733,-1.5511984533935514,-0.8709274139761902,-2.4581634112511472,82000
1.2853575827412733,0.3048559216430709,1.1797228615587596,0.688405571258351,140000
0.15816641797166076,0.3048559216430709,0.4961727697137764,0.688405571258351,130000
1.2853575827412733,0.3048559216430709,0.4961727697137764,0.688405571258351,140000
1.2853575827412733,2.160910296679693,2.5468230452487264,0.688405571258351,270000
1.2853575827412733,1.232883109161382,-0.6430773833611958,0.688405571258351,210000
1.2853575827412733,1.232883109161382,-0.4152273527462014,0.688405571258351,140000
0.15816641797166076,1.232883109161382,0.4961727697137764,0.688405571258351,130000
1.2853575827412733,1.232883109161382,1.6354229227887485,0.688405571258351,190000
-0.9690247467979518,1.232883109161382,0.0404727084837875,0.688405571258351,140000
0.15816641797166076,1.232883109161382,0.26832273909878196,0.688405571258351,210000
-0.9690247467979518,1.232883109161382,-0.18737732213120692,0.688405571258351,180000
-0.9690247467979518,1.232883109161382,1.1797228615587596,0.688405571258351,160000
-0.9690247467979518,1.232883109161382,-1.3038424721446797,0.688405571258351,120000
0.15816641797166076,1.232883109161382,0.0404727084837875,0.688405571258351,150000
1.2853575827412733,0.3048559216430709,0.4961727697137764,0.688405571258351,87000
1.2853575827412733,0.3048559216430709,0.9518728309437653,0.688405571258351,140000
1.2853575827412733,0.3048559216430709,1.407572892173754,0.688405571258351,130000
0.15816641797166076,1.232883109161382,-1.3038424721446797,0.688405571258351,96000
-0.9690247467979518,1.232883109161382,0.26832273909878196,0.688405571258351,140000
-0.9690247467979518,1.232883109161382,-0.8709274139761902,0.688405571258351,120000
-0.9690247467979518,1.232883109161382,-0.6430773833611958,0.688405571258351,120000
-0.9690247467979518,1.232883109161382,0.0404727084837875,0.688405571258351,200000
0.15816641797166076,1.232883109161382,-1.3038424721446797,0.688405571258351,120000
1.2853575827412733,1.232883109161382,0.26832273909878196,0.688405571258351,140000
-0.9690247467979518,1.232883109161382,-0.6430773833611958,0.688405571258351,260000
-0.9690247467979518,1.232883109161382,0.26832273909878196,0.688405571258351,150000
-0.9690247467979518,1.232883109161382,0.26832273909878196,0.688405571258351,150000
-0.9690247467979518,1.232883109161382,-0.4152273527462014,0.688405571258351,130000
-0.9690247467979518,1.232883109161382,0.7240228003287708,0.688405571258351,160000
-0.9690247467979518,1.232883109161382,1.6354229227887485,0.688405571258351,180000
0.15816641797166076,-1.5511984533935514,-0.4152273527462014,0.688405571258351,140000
1.2853575827412733,0.3048559216430709,1.407572892173754,0.688405571258351,170000
