STATUS,FOOTINGS,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,WGTADJ,jstatus,jprice,jsqft,jfinaldest,jtitle,jlocation,jfootings
1,4,1,3,1,1,2,1,130000,1200,3,1.0344,1,1,1,1,0,1,0
2,5,3,3,1,1,2,1,84000,1300,3,1.0344,1,1,1,1,1,1,1
2,3,2,3,1,1,2,1,110000,660,1,1.0344,1,1,1,1,1,1,1
2,5,3,3,1,1,1,1,72000,660,1,1.0344,0,0,0,0,0,0,0
2,4,2,3,1,2,2,1,79000,1100,3,1.0344,1,1,1,1,1,1,1
2,5,2,3,1,1,1,1,130000,1300,3,1.0344,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,80000,740,1,1.0344,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,80000,1200,3,1.0344,1,1,1,1,1,1,1
2,3,3,2,1,1,2,1,90000,990,3,1.0344,1,1,1,1,1,1,1
2,3,1,2,1,1,2,1,98000,1100,3,1.0344,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,87000,990,1,1.0344,1,1,1,1,1,1,1
2,3,1,2,1,1,2,1,96000,1000,3,1.0344,1,0,0,1,0,1,0
2,5,1,2,1,1,1,1,70000,1200,3,1.0344,1,1,1,1,0,1,0
2,3,3,3,1,1,1,1,130000,1300,3,1.0344,0,0,0,0,0,0,0
2,3,2,3,1,1,2,1,81000,1200,3,1.0344,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,65000,1000,3,1.0344,1,1,1,1,0,1,0
1,3,1,2,1,1,2,1,70000,1100,3,1.0344,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,93000,960,1,1.0344,1,0,1,1,1,1,1
1,3,1,2,1,1,2,1,98000,1100,3,1.0344,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,96000,1000,3,1.0344,1,0,0,1,0,1,0
2,3,1,2,1,1,2,1,100000,1200,3,1.0344,1,1,1,1,0,1,0
1,3,1,2,1,1,2,1,120000,1200,3,1.0344,0,0,0,0,0,0,0
1,3,1,2,1,1,1,1,98000,1100,3,1.0344,1,0,1,1,1,1,1
1,3,1,2,1,1,1,1,79000,900,1,1.0344,1,1,1,1,0,1,0
1,3,1,2,1,1,2,1,93000,960,1,1.0344,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,95000,990,1,1.0344,1,0,0,1,0,1,0
1,3,1,2,1,1,2,1,70000,920,3,1.0344,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,92000,920,1,1.0344,0,0,0,0,0,0,0
2,3,3,4,1,2,2,1,100000,1100,3,1.0344,0,0,0,0,0,0,0
2,3,2,2,1,1,2,1,120000,1300,3,1.0344,1,1,1,1,1,1,1
2,3,2,4,1,2,2,1,110000,1100,3,1.0344,1,1,1,1,1,1,1
2,3,3,4,1,2,2,1,94000,770,1,1.0344,1,1,1,1,1,1,1
2,3,2,4,1,2,2,1,110000,1100,3,1.0344,1,1,1,1,1,1,1
2,4,3,3,1,1,2,1,100000,1200,3,1.0344,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,74000,1200,3,1.0344,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,99000,1100,3,1.0344,0,0,0,0,0,0,0
1,3,1,2,1,1,2,1,87000,900,3,1.0344,1,1,1,0,1,0,0
1,3,2,4,1,1,2,1,87000,810,1,1.0344,0,0,0,0,0,0,0
2,3,1,1,1,2,1,1,98000,1100,3,1.0344,0,0,0,0,0,0,0
1,3,1,1,1,1,2,1,150000,900,1,1.0344,1,1,1,1,1,1,1
2,3,1,1,1,1,2,1,100000,1100,3,1.0344,0,0,0,0,0,0,0
2,3,1,1,1,1,2,1,94000,980,1,1.0344,0,0,0,0,0,0,0
1,3,1,1,1,1,2,1,98000,1100,1,1.0344,0,0,0,0,0,0,0
1,3,1,1,1,1,2,1,150000,1100,3,1.0344,1,1,1,1,1,1,1
1,3,1,1,1,2,2,1,98000,1100,1,1.0344,0,0,0,0,0,0,0
2,3,2,3,2,1,2,1,100000,1200,3,1.0344,0,0,0,0,0,0,0
2,3,2,3,1,1,3,1,100000,1200,3,1.0344,0,0,0,0,0,0,0
2,3,2,3,1,1,2,1,91000,900,1,1.0344,0,0,0,0,0,0,0
1,3,1,3,1,1,2,1,98000,1100,3,1.0344,1,1,1,1,0,1,0
2,5,2,3,1,2,2,1,100000,1200,3,1.0344,1,1,1,1,1,1,1
1,5,1,3,1,2,2,1,77000,920,3,1.0344,1,1,1,1,1,1,1
2,5,3,3,1,1,2,1,59000,900,3,1.0344,1,1,1,1,1,1,1
2,5,3,3,1,1,2,1,98000,1100,3,1.0344,0,0,0,0,0,0,0
2,1,1,1,0,0,2,1,110000,1100,3,1.0344,1,1,1,1,1,1,1
2,1,1,1,0,0,2,1,92000,920,1,1.0344,0,0,0,0,0,0,0
2,2,1,2,0,0,1,1,95000,990,3,1.0344,1,0,0,1,0,1,0
1,1,1,2,0,0,2,1,98000,1100,1,1.0344,0,0,0,0,0,0,0
1,1,1,2,0,0,2,1,76000,1100,3,1.0344,1,1,1,1,0,1,0
1,1,1,2,0,0,2,1,75000,1100,3,1.0344,1,1,1,1,1,1,1
1,1,1,4,0,0,1,1,110000,1300,3,1.0344,1,0,1,1,1,1,1
2,1,1,1,0,0,2,1,110000,950,3,1.0344,1,1,0,1,1,1,1
2,1,1,1,0,0,2,1,91000,900,1,1.0344,0,0,0,0,0,0,0
2,1,3,1,0,0,2,1,88000,630,1,1.0344,1,1,1,1,1,1,1
2,1,1,1,0,0,2,1,94000,980,1,1.0344,0,0,0,0,0,0,0
2,1,2,1,0,0,1,1,75000,950,3,1.0344,1,1,1,1,1,1,1
2,1,1,1,0,0,2,1,71000,1100,1,1.0344,1,1,1,1,1,1,1
1,1,1,1,0,0,2,1,79000,630,1,1.0344,0,0,0,0,0,0,0
2,1,1,2,0,0,2,1,120000,1200,3,1.0344,0,0,0,0,0,0,0
2,2,1,1,0,0,1,1,94000,980,1,1.0344,0,0,0,0,0,0,0
1,1,1,1,0,0,2,1,110000,1100,1,1.0344,1,1,1,1,1,1,1
2,2,3,3,0,0,2,1,90000,660,1,1.0344,1,1,1,1,1,1,1
1,1,1,3,0,0,2,1,130000,1200,3,1.0344,1,1,1,1,0,1,0
2,2,2,3,0,0,3,1,98000,1100,1,1.0344,1,0,1,1,1,1,1
1,1,1,2,0,0,2,1,96000,1000,3,1.0344,0,0,0,0,0,0,0
2,3,2,3,1,1,2,2,160000,1900,3,1.046,1,1,1,1,1,1,1
2,4,3,3,1,2,2,2,240000,2500,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,240000,2000,3,1.046,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,96000,910,1,1.046,1,1,1,1,1,1,1
2,5,2,4,4,3,3,2,170000,1800,3,1.046,1,0,1,1,1,1,1
2,3,1,4,1,1,2,2,160000,1100,1,1.046,1,1,1,1,1,1,1
1,3,1,4,3,1,2,2,160000,1600,3,1.046,0,0,0,0,0,0,0
2,3,3,4,3,1,2,2,160000,1700,3,1.046,1,0,1,1,1,1,0
1,4,1,4,3,2,2,2,150000,1300,1,1.046,1,0,1,1,0,1,0
2,3,2,4,1,1,2,2,210000,1200,1,1.046,1,1,1,1,1,1,1
2,3,3,4,3,1,1,2,300000,1900,3,1.046,1,1,1,1,1,1,1
1,5,1,4,3,1,2,2,140000,1200,1,1.046,1,0,1,1,0,1,0
2,4,1,4,3,1,2,2,150000,1500,3,1.046,1,0,0,1,0,1,0
1,4,1,4,2,1,2,2,230000,1300,3,1.046,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,120000,910,1,1.046,1,0,0,1,0,1,0
1,3,1,4,1,1,2,2,200000,1800,1,1.046,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,140000,1300,3,1.046,0,0,0,0,0,0,0
2,5,1,4,3,1,2,2,180000,2000,3,1.046,0,0,0,0,0,0,0
1,3,1,4,3,3,2,2,140000,1300,3,1.046,0,0,0,0,0,0,0
2,4,1,4,2,1,2,2,300000,1500,3,1.046,1,1,1,1,1,1,1
1,4,1,4,3,1,3,2,170000,1800,1,1.046,0,0,0,0,0,0,0
2,5,3,4,4,3,1,2,150000,1700,1,1.046,1,1,1,1,1,1,1
1,4,1,4,3,1,2,2,150000,1500,3,1.046,0,0,0,0,0,0,0
2,3,1,4,1,1,2,2,140000,1200,1,1.046,1,0,0,1,0,1,0
1,3,1,4,1,1,2,2,140000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,4,1,1,2,2,130000,1100,1,1.046,0,0,0,0,0,0,0
2,3,1,4,2,1,2,2,220000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,160000,1600,3,1.046,1,0,0,1,0,1,0
2,3,1,3,1,1,2,2,160000,1600,3,1.046,1,1,1,1,0,1,0
2,5,3,3,1,1,2,2,180000,1800,3,1.046,1,1,1,1,0,0,1
2,5,3,3,1,1,2,2,200000,2500,3,1.046,0,0,0,0,0,0,0
2,4,3,3,1,1,1,2,130000,1100,1,1.046,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,140000,1100,1,1.046,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,170000,2100,3,1.046,1,1,1,1,1,1,1
2,4,1,3,1,1,2,2,190000,1400,1,1.046,1,1,1,1,1,1,1
2,5,3,3,1,1,1,2,110000,1100,3,1.046,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,180000,2100,3,1.046,0,0,0,0,0,0,0
2,4,1,3,1,1,2,2,160000,1600,3,1.046,1,0,0,1,0,1,0
2,3,3,3,1,2,2,2,87000,1100,3,1.046,1,1,1,1,1,1,1
2,5,3,3,4,3,3,2,200000,2500,3,1.046,1,0,1,1,0,1,1
2,3,1,4,3,2,2,2,200000,1700,3,1.046,1,1,1,1,1,1,1
1,5,1,4,3,1,2,2,130000,910,1,1.046,1,1,1,1,1,1,1
2,3,3,2,1,1,1,2,150000,2000,3,1.046,1,1,1,1,1,1,1
1,3,1,2,1,1,1,2,120000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,2,1,1,1,2,180000,2200,3,1.046,0,0,0,0,0,0,0
2,3,3,2,1,2,1,2,250000,1800,3,1.046,1,1,1,1,1,1,1
2,3,1,2,1,2,2,2,150000,1500,3,1.046,0,0,0,0,0,0,0
2,3,2,2,1,1,2,2,250000,2400,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,160000,1600,3,1.046,1,0,1,1,1,1,1
2,3,2,3,1,1,2,2,130000,2200,3,1.046,1,1,1,1,1,1,1
1,3,1,2,3,1,2,2,140000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,2,1,1,2,2,160000,1700,1,1.046,0,0,0,0,0,0,0
1,3,1,2,1,1,3,2,120000,1200,3,1.046,1,1,1,1,1,1,1
1,3,1,2,1,1,3,2,150000,1400,3,1.046,0,0,0,0,0,0,0
2,3,1,2,1,1,3,2,160000,1800,3,1.046,1,1,1,1,1,1,1
1,3,1,2,1,1,3,2,160000,1900,3,1.046,1,1,1,1,1,1,1
1,5,1,2,1,1,2,2,160000,1700,3,1.046,1,1,1,1,1,1,1
1,3,1,2,1,1,3,2,150000,1300,3,1.046,1,1,1,1,0,1,0
2,3,3,2,1,1,2,2,150000,1300,3,1.046,1,0,0,1,0,1,0
1,3,1,2,1,1,2,2,110000,1200,3,1.046,1,1,1,1,0,1,0
1,3,1,2,1,1,2,2,150000,1300,3,1.046,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,180000,2000,3,1.046,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,120000,1500,3,1.046,1,1,1,1,0,1,0
1,3,1,2,1,1,3,2,160000,1900,3,1.046,1,1,1,1,1,1,1
1,3,1,2,4,2,2,2,130000,1600,3,1.046,1,1,1,1,1,1,1
2,3,3,3,1,2,1,2,170000,2500,3,1.046,1,1,1,1,1,1,1
2,3,3,2,1,1,3,2,160000,1600,3,1.046,0,0,0,0,0,0,0
2,3,2,2,1,1,2,2,170000,2000,3,1.046,1,1,1,1,1,1,1
2,4,3,4,1,2,2,2,190000,1700,3,1.046,1,1,1,1,1,1,1
2,3,2,2,1,1,2,2,180000,2200,3,1.046,1,0,1,1,1,1,1
2,3,2,2,1,1,2,2,200000,2400,3,1.046,1,0,1,1,1,1,1
2,4,2,4,1,2,1,2,170000,1800,3,1.046,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,160000,1700,3,1.046,0,0,0,0,0,0,0
2,3,1,1,1,1,2,2,170000,1900,3,1.046,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,170000,1900,3,1.046,0,0,0,0,0,0,0
1,3,1,2,1,1,2,2,140000,1200,3,1.046,0,0,0,0,0,0,0
1,3,1,2,1,1,3,2,170000,1900,3,1.046,0,0,0,0,0,0,0
2,5,1,2,1,1,2,2,160000,1600,3,1.046,0,0,0,0,0,0,0
2,3,3,3,1,1,2,2,200000,2500,3,1.046,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,170000,1600,3,1.046,1,1,1,1,1,1,1
2,3,2,4,1,1,1,2,140000,2000,3,1.046,1,1,1,1,1,1,1
1,5,1,4,1,1,2,2,230000,1600,3,1.046,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,220000,1600,3,1.046,1,1,1,1,1,1,1
1,3,2,4,1,1,1,2,96000,1300,3,1.046,1,1,1,1,1,1,1
2,3,2,5,3,1,1,3,170000,2300,3,1.046,1,1,1,1,1,1,1
2,3,2,4,3,1,1,2,180000,1600,3,1.046,1,1,1,1,1,1,1
2,3,2,4,1,1,1,2,160000,1700,1,1.046,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,160000,1600,3,1.046,0,0,0,0,0,0,0
2,3,2,4,1,1,2,2,120000,910,1,1.046,1,1,1,1,1,1,1
2,3,2,4,1,1,2,2,96000,910,1,1.046,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,130000,1200,1,1.046,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,170000,1900,3,1.046,1,0,0,1,0,1,0
2,3,1,1,1,1,2,2,99000,1300,3,1.046,1,1,1,1,1,1,1
2,3,2,1,1,1,2,2,110000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,170000,1900,3,1.046,1,1,1,1,1,1,1
2,3,3,1,1,1,2,2,120000,1700,3,1.046,1,1,1,1,1,1,1
1,3,1,1,1,1,2,2,280000,1600,3,1.046,1,1,1,1,1,1,1
2,3,1,1,1,1,2,2,130000,990,1,1.046,1,1,1,1,1,1,1
2,3,1,1,1,1,1,2,130000,990,1,1.046,0,0,0,0,0,0,0
1,3,1,1,1,1,2,2,170000,1400,3,1.046,1,1,1,1,1,1,1
1,3,2,1,1,1,1,2,140000,1300,3,1.046,1,1,1,1,1,1,1
2,4,1,3,3,1,3,2,150000,1600,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,160000,1600,3,1.046,1,0,1,1,1,1,1
2,3,3,3,1,1,1,2,150000,1300,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,180000,2300,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,3,2,2,140000,1700,3,1.046,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,160000,1600,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,2,1,2,210000,2500,3,1.046,1,1,1,1,1,1,1
2,5,3,3,4,1,2,2,170000,1900,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,150000,2000,3,1.046,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,210000,2500,3,1.046,1,1,1,1,1,1,1
2,5,3,3,1,1,1,2,200000,2500,3,1.046,0,0,0,0,0,0,0
2,4,3,3,2,1,2,2,140000,2500,3,1.046,1,1,1,1,1,1,1
1,3,2,3,1,2,2,2,170000,1900,3,1.046,1,1,1,1,1,1,1
2,3,2,3,1,1,2,2,110000,1700,3,1.046,1,1,1,1,1,1,1
2,1,2,4,0,0,2,2,210000,1600,3,1.046,1,1,1,1,1,1,1
2,2,2,4,0,0,1,2,300000,1600,3,1.046,1,1,1,1,1,1,1
2,1,2,4,0,0,2,2,210000,1200,3,1.046,1,1,1,1,1,1,1
2,1,1,5,0,0,2,3,190000,2300,3,1.046,0,0,0,0,0,0,0
2,1,2,1,0,0,2,2,100000,990,3,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,2,2,160000,1600,3,1.046,1,0,1,1,1,1,1
1,1,1,1,0,0,2,2,150000,1100,1,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,1,2,140000,1300,3,1.046,1,1,1,1,1,1,1
1,1,3,1,0,0,1,2,85000,1200,3,1.046,1,1,1,1,1,1,1
2,1,2,1,0,0,1,2,140000,1200,3,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,2,2,280000,1900,1,1.046,1,1,1,1,1,1,1
2,1,2,1,0,0,1,2,180000,1600,3,1.046,1,1,1,1,1,1,1
2,1,2,1,0,0,2,2,210000,1600,3,1.046,1,1,1,1,1,1,1
2,1,3,3,0,0,1,2,150000,1400,1,1.046,0,0,0,0,0,0,0
1,1,1,2,0,0,2,2,250000,1700,1,1.046,1,1,1,1,1,1,1
1,1,2,3,0,0,3,2,87000,1600,3,1.046,1,1,1,1,1,1,1
2,1,2,3,0,0,2,2,130000,1900,3,1.046,1,1,1,1,1,1,1
2,1,1,2,0,0,2,2,120000,1400,3,1.046,1,1,1,1,0,1,0
1,1,1,2,0,0,2,2,140000,1200,3,1.046,0,0,0,0,0,0,0
2,2,2,4,0,0,3,2,150000,1800,3,1.046,1,1,1,1,1,1,1
2,1,2,1,0,0,2,2,130000,1300,3,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,2,2,150000,1300,3,1.046,0,0,0,0,0,0,0
2,1,3,1,0,0,2,2,120000,1300,3,1.046,1,1,1,1,1,1,1
2,1,3,1,0,0,2,2,150000,1900,3,1.046,1,1,1,1,1,1,1
2,1,3,1,0,0,2,2,180000,1900,3,1.046,1,1,1,1,1,1,1
2,1,3,1,0,0,1,2,150000,1600,3,1.046,1,1,1,1,1,1,1
2,2,1,1,0,0,1,2,150000,1400,3,1.046,0,0,0,0,0,0,0
2,1,2,1,0,0,1,2,180000,1700,3,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,1,2,120000,1600,3,1.046,1,1,1,1,1,1,1
2,1,1,1,0,0,2,2,160000,1600,3,1.046,0,0,0,0,0,0,0
2,2,2,3,0,0,2,2,160000,1600,3,1.046,1,1,1,1,1,1,1
2,1,2,4,0,0,1,2,180000,2000,3,1.046,1,1,1,1,1,1,1
2,1,2,4,0,0,1,2,110000,1500,3,1.046,1,1,1,1,1,1,1
2,2,1,1,0,0,2,2,160000,1700,1,1.046,1,0,0,1,0,0,0
2,2,1,1,0,0,1,2,150000,1300,3,1.046,0,0,0,0,0,0,0
2,2,3,1,0,0,1,2,170000,1700,3,1.046,1,1,1,1,1,1,1
2,1,3,3,0,0,2,2,150000,1300,3,1.046,0,0,0,0,0,0,0
2,5,3,3,1,2,2,1,65000,1100,1,1.0988,1,1,1,1,1,1,1
1,5,1,4,3,1,3,1,110000,700,1,1.0988,1,1,1,1,1,1,1
2,3,2,4,1,1,2,1,74000,670,1,1.0988,1,1,1,1,1,1,1
2,4,1,4,3,1,1,1,69000,670,1,1.0988,0,0,0,0,0,0,0
2,3,1,4,1,1,2,1,82000,960,1,1.0988,0,0,0,0,0,0,0
2,3,2,1,1,1,2,1,76000,700,1,1.0988,1,1,1,1,1,1,1
2,5,1,3,1,1,2,1,77000,840,1,1.0988,1,0,0,1,0,1,0
2,4,1,3,1,1,1,1,53000,840,1,1.0988,1,1,1,1,1,1,1
2,5,3,3,1,1,1,1,77000,840,1,1.0988,0,0,0,0,0,0,0
1,3,1,3,1,1,1,1,71000,660,1,1.0988,1,0,1,1,1,1,1
2,4,2,3,1,3,2,1,77000,840,1,1.0988,0,0,0,0,0,0,0
2,3,2,2,1,1,2,1,92000,1100,1,1.0988,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,120000,1300,3,1.0988,1,1,1,1,1,1,1
1,4,1,2,1,1,2,1,93000,1100,3,1.0988,1,1,1,1,1,1,1
2,3,1,2,1,1,2,1,85000,1000,3,1.0988,0,0,0,0,0,0,0
2,3,2,2,1,2,2,1,120000,970,1,1.0988,1,1,1,1,1,1,1
2,3,1,2,1,1,2,1,87000,1300,3,1.0988,1,1,1,1,1,1,1
2,3,3,2,1,2,3,1,90000,900,1,1.0988,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,83000,1300,3,1.0988,1,1,1,1,1,1,1
2,3,3,3,1,1,2,1,75000,1100,3,1.0988,1,1,1,1,1,1,1
2,3,2,2,1,1,1,1,95000,1300,3,1.0988,1,1,1,1,1,1,1
1,5,1,2,1,1,2,1,100000,1100,3,1.0988,1,1,1,0,1,0,0
2,3,1,2,1,1,2,1,86000,1100,3,1.0988,0,0,0,0,0,0,0
2,3,1,2,1,1,2,1,96000,1300,3,1.0988,1,0,0,1,0,1,0
1,3,1,2,1,1,1,1,70000,1200,3,1.0988,1,1,1,1,0,1,0
2,3,1,2,1,1,2,1,77000,840,1,1.0988,0,0,0,0,0,0,0
2,4,3,3,3,2,2,1,91000,1300,3,1.0988,1,1,1,1,1,1,1
2,5,3,3,1,1,2,1,59000,840,1,1.0988,1,1,1,1,1,1,1
2,3,3,2,1,1,2,1,94000,1200,3,1.0988,0,0,0,0,0,0,0
2,5,1,2,1,1,2,1,64000,1200,3,1.0988,1,1,1,1,1,1,1
1,3,3,2,1,1,2,1,94000,1200,3,1.0988,0,0,0,0,0,0,0
2,3,2,2,1,1,2,1,94000,1200,3,1.0988,1,0,0,0,0,0,0
2,5,1,3,4,1,2,1,62000,840,1,1.0988,1,1,1,1,1,1,1
2,3,3,2,1,1,2,1,75000,800,1,1.0988,1,1,1,1,1,1,1
1,3,1,2,1,1,2,1,88000,1100,1,1.0988,0,0,0,0,0,0,0
2,3,1,2,1,1,1,1,75000,800,1,1.0988,0,0,0,0,0,0,0
1,3,1,2,1,1,2,1,86000,1100,3,1.0988,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,86000,1100,1,1.0988,0,0,0,0,0,0,0
2,3,1,1,1,2,2,1,81000,920,1,1.0988,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,79000,900,1,1.0988,0,0,0,0,0,0,0
2,3,3,3,1,1,2,1,91000,1200,3,1.0988,0,0,0,0,0,0,0
2,5,3,3,1,1,2,1,82000,900,1,1.0988,1,1,1,1,1,1,1
2,3,1,3,1,1,2,1,130000,1200,3,1.0988,1,1,1,1,0,1,0
2,3,2,3,1,2,2,1,64000,840,1,1.0988,1,1,1,1,1,1,1
2,3,1,2,4,1,2,1,77000,1200,3,1.0988,1,1,1,1,0,1,0
2,1,1,4,0,0,2,1,83000,960,1,1.0988,1,1,1,1,1,1,1
1,1,1,1,0,0,2,1,87000,920,1,1.0988,1,1,1,1,1,1,1
2,1,1,1,0,0,1,1,78000,780,1,1.0988,1,1,1,1,1,1,1
2,1,1,2,0,0,2,1,86000,1100,3,1.0988,0,0,0,0,0,0,0
1,1,1,2,0,0,1,1,56000,960,1,1.0988,1,1,1,1,1,1,1
2,1,3,3,0,0,3,1,89000,1100,3,1.0988,1,0,1,1,1,1,1
2,1,1,1,0,0,2,1,83000,980,1,1.0988,1,0,1,1,1,1,1
2,1,1,1,0,0,2,1,81000,920,1,1.0988,0,0,0,0,0,0,0
1,1,1,2,0,0,2,1,86000,1100,3,1.0988,0,0,0,0,0,0,0
2,2,1,1,0,0,2,1,74000,780,1,1.0988,0,0,0,0,0,0,0
1,2,1,1,0,0,1,1,83000,980,3,1.0988,0,0,0,0,0,0,0
2,1,1,1,0,0,1,1,120000,920,1,1.0988,1,1,1,1,1,1,1
2,1,1,2,0,0,2,1,94000,1200,3,1.0988,0,0,0,0,0,0,0
2,4,2,3,1,2,2,2,180000,2000,3,1.0188,1,0,1,1,1,1,1
2,5,3,3,1,1,2,2,87000,2000,3,1.0188,1,1,1,0,1,0,0
2,3,3,3,1,1,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
1,5,3,4,3,2,1,2,300000,1900,3,1.0188,1,1,1,1,1,1,1
2,3,1,4,1,1,2,2,160000,1100,3,1.0188,1,1,1,1,1,1,1
2,3,3,4,1,1,1,2,190000,1300,1,1.0188,1,1,1,1,1,1,1
1,3,1,4,3,2,2,2,140000,1300,1,1.0188,0,0,0,0,0,0,0
2,3,3,4,3,2,2,2,260000,1700,3,1.0188,1,1,1,1,1,1,1
2,4,2,4,3,2,2,2,240000,2200,3,1.0188,1,1,1,1,1,1,1
2,4,2,4,3,2,1,2,250000,1600,3,1.0188,1,1,1,1,1,1,1
2,3,1,4,3,1,2,2,170000,1800,3,1.0188,0,0,0,0,0,0,0
2,5,3,4,3,1,2,2,250000,2000,3,1.0188,1,1,1,1,1,1,1
2,3,1,4,3,1,2,2,160000,1700,3,1.0188,0,0,0,0,0,0,0
2,4,3,4,3,1,2,2,220000,1700,3,1.0188,1,1,1,1,1,1,1
2,4,2,4,3,1,1,2,120000,1800,3,1.0188,1,1,1,1,1,1,0
2,5,3,4,1,1,2,2,120000,910,1,1.0188,1,1,1,1,1,1,1
2,3,2,4,3,1,2,2,140000,1200,3,1.0188,1,0,1,1,1,1,1
2,3,1,4,3,2,1,2,140000,1300,3,1.0188,0,0,0,0,0,0,0
2,4,1,4,3,1,1,2,96000,910,1,1.0188,1,1,1,0,0,0,0
1,3,1,4,3,2,2,2,140000,1300,3,1.0188,0,0,0,0,0,0,0
2,4,1,4,3,1,2,2,120000,910,3,1.0188,1,1,1,1,1,1,1
2,5,1,4,3,1,1,2,200000,1500,3,1.0188,1,1,1,1,1,1,1
2,4,1,4,3,1,2,2,140000,1100,1,1.0188,0,0,0,0,0,0,0
2,4,1,4,3,1,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
1,4,1,4,3,1,2,2,230000,1400,3,1.0188,1,1,1,1,1,0,0
2,4,1,4,3,1,2,2,140000,1300,1,1.0188,0,0,0,0,0,0,0
1,3,1,3,1,1,3,2,150000,1700,3,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,2,2,130000,1100,3,1.0188,1,1,1,1,1,1,1
2,5,3,3,1,1,2,2,170000,1800,3,1.0188,0,0,0,0,0,0,0
1,4,3,3,1,1,2,2,170000,1800,3,1.0188,0,0,0,0,0,0,0
2,5,2,3,1,1,2,2,87000,1100,1,1.0188,1,1,1,1,0,1,1
2,4,3,3,1,1,1,2,170000,1900,3,1.0188,0,0,0,0,0,0,0
1,3,1,3,1,1,3,2,210000,1400,1,1.0188,1,1,1,1,1,1,1
2,3,3,3,1,1,1,2,170000,1900,3,1.0188,1,0,1,1,1,1,1
2,3,2,5,1,1,2,3,240000,2600,3,1.0188,1,1,1,1,1,1,1
2,4,3,3,1,1,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
2,4,3,3,1,1,1,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
1,3,1,3,1,1,2,2,170000,1300,1,1.0188,1,1,1,1,1,1,1
1,3,1,3,1,1,3,2,190000,1400,1,1.0188,1,1,1,1,1,1,1
2,4,2,3,1,1,1,2,110000,1700,3,1.0188,1,1,1,1,1,1,1
2,4,2,3,1,3,2,2,150000,2100,3,1.0188,1,1,1,1,1,1,1
2,3,2,2,1,1,2,2,250000,2400,3,1.0188,1,0,1,1,1,1,1
2,3,1,2,1,1,2,2,160000,1600,3,1.0188,1,0,1,1,1,1,1
1,3,1,2,1,1,2,2,160000,1600,3,1.0188,0,0,0,0,0,0,0
