WEIGHT,LOCATION,REGION,SECTIONS,PRICE,SQFT,BEDROOMS,WGTADJ
9.2364,3,2,2,110000,1600,3,1.0465
12.7158,3,4,2,140000,1400,1,1.0465
9.2364,2,2,2,150000,1600,3,1.0465
9.2364,3,2,2,160000,1700,3,1.0465
9.2364,2,2,2,190000,2400,3,1.0465
12.7158,1,4,2,140000,1300,1,1.0465
12.7158,1,4,2,170000,1600,3,1.0465
12.7158,1,4,2,130000,1100,3,1.0465
9.2364,2,4,2,130000,1100,3,1.0465
12.7158,1,4,2,150000,1500,3,1.0465
12.7158,2,4,2,160000,1700,3,1.0465
12.7158,2,4,2,150000,1600,3,1.0465
12.7158,2,4,2,96000,2100,3,1.0465
8.1167,1,1,2,170000,1200,1,1.0465
43.3286,3,3,2,170000,1800,3,1.0465
43.3286,3,3,2,120000,1600,3,1.0465
43.3286,3,3,2,180000,2000,3,1.0465
43.3286,3,3,2,200000,2500,3,1.0465
9.2364,1,2,2,120000,1600,3,1.0465
43.3286,2,3,2,170000,2000,3,1.0465
12.7158,3,3,2,180000,2000,3,1.0465
43.3286,2,3,2,140000,1600,3,1.0465
12.7158,2,4,2,150000,1600,3,1.0465
12.7158,4,4,2,160000,1900,3,1.0465
12.7158,2,4,2,150000,1500,3,1.0465
12.7158,1,4,2,150000,1500,3,1.0465
8.4772,2,5,3,180000,2600,3,1.0465
12.7158,2,4,2,170000,1900,1,1.0465
8.4772,2,5,3,280000,1800,3,1.0465
12.7158,2,4,2,140000,1300,3,1.0465
8.1167,1,1,2,85000,1100,1,1.0465
8.1167,1,1,2,100000,1700,3,1.0465
8.1167,2,1,2,120000,1900,3,1.0465
8.1167,1,1,2,150000,1500,3,1.0465
8.1167,1,1,2,160000,1500,1,1.0465
8.1167,3,1,2,160000,1700,3,1.0465
8.1167,1,1,2,130000,1100,1,1.0465
43.3286,2,3,2,100000,1600,3,1.0465
43.3286,3,3,2,130000,1100,1,1.0465
43.3286,3,3,2,160000,1600,3,1.0465
43.3286,3,3,2,200000,2500,3,1.0465
43.3286,3,3,2,150000,1600,3,1.0465
43.3286,3,3,2,150000,1600,3,1.0465
43.3286,3,3,2,240000,2500,3,1.0465
43.3286,3,3,2,240000,2500,3,1.0465
43.3286,3,3,2,87000,1600,3,1.0465
43.3286,3,3,2,180000,2000,3,1.0465
43.3286,3,3,2,140000,1900,3,1.0465
43.3286,2,3,2,99000,1600,3,1.0465
43.3286,3,3,2,150000,1600,3,1.0465
43.3286,3,3,2,120000,1600,3,1.0465
43.3286,3,3,2,150000,1800,3,1.0465
43.3286,3,3,2,120000,1500,3,1.0465
43.3286,2,3,2,100000,1600,3,1.0465
43.3286,3,3,2,200000,2500,3,1.0465
43.3286,3,3,2,170000,1900,3,1.0465
43.3286,3,3,2,87000,1100,1,1.0465
43.3286,3,3,2,200000,2500,3,1.0465
43.3286,3,3,2,210000,2500,3,1.0465
43.3286,3,3,2,150000,1600,3,1.0465
43.3286,2,3,2,120000,1900,3,1.0465
12.7158,2,4,2,240000,1900,3,1.0465
8.4772,3,5,3,220000,2600,3,1.0465
12.7158,3,4,2,130000,1200,3,1.0465
12.7158,1,4,2,240000,1400,1,1.0465
12.7158,1,4,2,180000,1800,3,1.0465
12.7158,3,4,2,160000,1600,3,1.0465
12.7158,1,4,2,150000,1600,3,1.0465
12.7158,3,4,2,160000,1800,1,1.0465
8.1167,3,1,2,120000,1500,3,1.0465
8.1167,1,1,2,280000,1500,1,1.0465
8.1167,3,1,2,94000,990,3,1.0465
8.1167,3,1,2,85000,1100,3,1.0465
8.1167,1,1,2,130000,1200,1,1.0465
8.1167,1,1,2,280000,1600,1,1.0465
8.1167,3,1,2,85000,1200,1,1.0465
43.3286,2,3,2,200000,2500,3,1.0465
12.7158,2,4,2,170000,2000,1,1.0465
9.2364,1,2,2,140000,1300,3,1.0465
9.2364,1,2,2,130000,1100,3,1.0465
9.2364,3,2,2,160000,1800,3,1.0465
43.3286,3,3,2,87000,1900,3,1.0465
9.2364,1,2,2,110000,1500,3,1.0465
9.2364,1,2,2,110000,1100,3,1.0465
8.1167,1,1,2,130000,1200,3,1.0465
8.1167,1,1,2,160000,1700,3,1.0465
8.1167,1,1,2,160000,1700,1,1.0465
8.1167,1,1,2,280000,1700,1,1.0465
8.1167,1,1,2,150000,1500,3,1.0465
8.1167,2,1,2,99000,1200,3,1.0465
8.1167,3,1,2,100000,1200,3,1.0465
43.3286,3,3,2,100000,1700,3,1.0465
9.2364,1,2,2,170000,1500,3,1.0465
9.2364,1,2,2,170000,1900,3,1.0465
22.3474,2,4,1,95000,1200,3,1.0389
22.3474,2,4,1,72000,590,1,1.0389
22.3474,1,4,1,65000,780,1,1.0389
22.3474,1,4,1,84000,1100,3,1.0389
22.3474,1,4,1,81000,1100,3,1.0389
16.1545,1,4,1,75000,920,3,1.0389
76.2786,1,3,1,78000,830,1,1.0389
76.2786,1,3,1,63000,1200,3,1.0389
16.1545,1,2,1,84000,1100,1,1.0389
16.1545,1,2,1,84000,1100,3,1.0389
16.1545,1,2,1,83000,1100,3,1.0389
16.1545,1,2,1,100000,1200,3,1.0389
16.1545,3,2,1,91000,740,1,1.0389
22.3474,1,2,1,66000,800,1,1.0389
16.1545,3,2,1,120000,1300,1,1.0389
16.1545,1,2,1,66000,800,1,1.0389
16.1545,1,2,1,66000,800,1,1.0389
76.2786,2,3,1,92000,1300,3,1.0389
16.1545,1,2,1,85000,960,3,1.0389
16.1545,1,2,1,95000,1200,3,1.0389
16.1545,1,2,1,73000,900,1,1.0389
16.1545,1,2,1,65000,740,1,1.0389
16.1545,1,2,1,89000,1200,3,1.0389
16.1545,2,2,1,75000,900,1,1.0389
22.3474,1,2,1,56000,1300,3,1.0389
16.1545,1,2,1,70000,1100,3,1.0389
16.1545,1,2,1,84000,1100,3,1.0389
76.2786,3,3,1,71000,1300,3,1.0389
16.1545,3,2,1,66000,800,1,1.0389
16.1545,2,2,1,79000,990,1,1.0389
22.3474,2,4,1,57000,590,1,1.0389
76.2786,3,3,1,53000,660,1,1.0389
16.1545,1,2,1,84000,1100,1,1.0389
16.1545,1,2,1,72000,1100,3,1.0389
16.1545,1,2,1,99000,1300,3,1.0389
76.2786,3,3,1,88000,1200,3,1.0389
11.95,1,1,1,75000,920,1,1.0389
11.95,1,1,1,120000,1200,1,1.0389
11.95,1,1,1,99000,1200,1,1.0389
11.95,3,1,1,73000,920,1,1.0389
11.95,1,1,1,70000,1200,3,1.0389
11.95,1,1,1,67000,1100,3,1.0389
76.2786,3,3,1,90000,1200,3,1.0389
76.2786,3,3,1,75000,920,3,1.0389
76.2786,3,3,1,95000,1200,3,1.0389
76.2786,2,3,1,53000,840,1,1.0389
22.3474,3,4,1,65000,780,1,1.0389
11.95,3,1,1,78000,870,1,1.0389
11.95,1,1,1,84000,950,1,1.0389
16.1545,3,2,1,65000,740,1,1.0389
16.1545,1,2,1,73000,900,1,1.0389
16.1545,1,2,1,95000,1200,3,1.0389
16.1545,1,2,1,77000,960,3,1.0389
76.2786,3,3,1,95000,1200,3,1.0389
76.2786,2,3,1,90000,1100,3,1.0389
16.1545,1,2,1,99000,1300,3,1.0389
16.1545,1,2,1,120000,1300,3,1.0389
38.1393,1,3,2,100000,1600,3,1.0248
38.1393,3,3,2,160000,2000,3,1.0248
11.1737,1,4,2,140000,1500,1,1.0248
7.4491,2,5,3,300000,2600,3,1.0248
11.1737,3,4,2,190000,1600,1,1.0248
11.1737,2,4,2,130000,1300,3,1.0248
11.1737,3,4,2,150000,1500,3,1.0248
11.1737,3,4,2,120000,1600,3,1.0248
11.1737,1,4,2,170000,1100,3,1.0248
11.1737,2,4,2,240000,2200,3,1.0248
11.1737,4,4,2,220000,2200,3,1.0248
11.1737,2,4,2,140000,1200,1,1.0248
11.1737,3,4,2,160000,2100,3,1.0248
11.1737,1,4,2,130000,1200,3,1.0248
11.1737,1,4,2,160000,1700,3,1.0248
11.1737,1,4,2,130000,1200,3,1.0248
38.1393,3,4,2,150000,2200,3,1.0248
11.1737,2,4,2,200000,1700,3,1.0248
11.1737,1,4,2,140000,1400,3,1.0248
11.1737,1,4,2,150000,1600,3,1.0248
11.1737,3,4,2,200000,1200,3,1.0248
11.1737,1,4,2,150000,1600,3,1.0248
11.1737,1,4,2,190000,1500,3,1.0248
11.1737,1,4,2,150000,1500,3,1.0248
11.1737,2,4,2,140000,1600,3,1.0248
11.1737,1,4,2,150000,1600,3,1.0248
11.1737,2,4,2,160000,1700,3,1.0248
11.1737,1,4,2,300000,1600,3,1.0248
11.1737,2,4,2,150000,1600,3,1.0248
11.1737,1,4,2,150000,1200,3,1.0248
11.1737,1,4,2,160000,1700,3,1.0248
11.1737,1,4,2,150000,1600,3,1.0248
11.1737,2,4,2,140000,1600,3,1.0248
11.1737,1,4,2,130000,1200,1,1.0248
11.1737,2,4,2,300000,2200,3,1.0248
38.1393,1,3,2,200000,2200,3,1.0248
38.1393,3,3,2,100000,1500,3,1.0248
38.1393,3,3,2,120000,1500,3,1.0248
25.4262,3,5,3,260000,2900,3,1.0248
38.1393,3,3,2,170000,1800,3,1.0248
38.1393,1,3,2,160000,1500,3,1.0248
38.1393,1,3,2,140000,1100,1,1.0248
38.1393,2,3,2,200000,2200,3,1.0248
11.1737,1,4,2,170000,1800,3,1.0248
11.1737,2,4,2,300000,1900,3,1.0248
11.1737,1,4,2,96000,1700,3,1.0248
8.0773,2,2,2,200000,2400,3,1.0248
8.0773,3,2,2,130000,1600,3,1.0248
8.0773,1,2,2,130000,1200,3,1.0248
8.0773,1,2,2,140000,1300,3,1.0248
8.0773,1,2,2,130000,1600,3,1.0248
8.0773,1,2,2,140000,2000,3,1.0248
8.0773,1,2,2,89000,1400,3,1.0248
8.0773,3,2,2,150000,2100,3,1.0248
8.0773,1,2,2,180000,2000,3,1.0248
8.0773,3,2,2,180000,1900,3,1.0248
38.1393,3,2,2,190000,2000,3,1.0248
38.1393,2,3,2,160000,1700,3,1.0248
38.1393,3,3,2,180000,2000,3,1.0248
38.1393,3,3,2,200000,2200,3,1.0248
38.1393,3,3,2,200000,2200,3,1.0248
8.0773,1,2,2,180000,1900,3,1.0248
8.0773,1,2,2,150000,1500,3,1.0248
8.0773,1,2,2,110000,1500,3,1.0248
8.0773,1,2,2,150000,1500,3,1.0248
8.0773,1,2,2,200000,2400,3,1.0248
8.0773,1,2,2,110000,1600,3,1.0248
8.0773,1,2,2,120000,1500,3,1.0248
8.0773,1,2,2,110000,1100,3,1.0248
8.0773,1,2,2,160000,1700,1,1.0248
8.0773,1,2,2,110000,1200,3,1.0248
8.0773,1,2,2,89000,1200,3,1.0248
38.1393,3,3,2,160000,2300,3,1.0248
38.1393,3,3,2,180000,2000,3,1.0248
38.1393,3,3,2,160000,1700,3,1.0248
8.0773,3,2,2,170000,2100,3,1.0248
8.0773,3,2,2,190000,2000,3,1.0248
8.0773,2,2,2,180000,2200,3,1.0248
8.0773,1,2,2,130000,1500,3,1.0248
11.1737,3,4,2,300000,2200,3,1.0248
8.0773,2,2,2,180000,2000,3,1.0248
8.0773,2,2,2,180000,1900,3,1.0248
11.1737,1,4,2,130000,1200,1,1.0248
11.1737,1,4,2,150000,1600,3,1.0248
5.975,1,1,2,130000,1300,3,1.0248
5.975,1,1,2,140000,1300,3,1.0248
38.1393,3,3,2,150000,1500,3,1.0248
38.1393,3,3,2,200000,1500,3,1.0248
38.1393,2,3,2,150000,1600,3,1.0248
8.0773,1,2,2,150000,1500,1,1.0248
38.1393,3,3,2,160000,2000,3,1.0248
38.1393,3,3,2,130000,1700,3,1.0248
11.1737,2,4,2,130000,1900,3,1.0248
7.4491,2,5,3,220000,2600,3,1.0248
5.975,3,1,2,92000,1300,3,1.0248
5.975,3,1,2,170000,1900,3,1.0248
5.975,1,1,2,100000,990,1,1.0248
5.975,3,1,2,85000,1300,3,1.0248
5.975,2,1,2,85000,1900,3,1.0248
5.975,1,1,2,150000,1500,3,1.0248
5.975,1,1,2,140000,1300,3,1.0248
5.975,1,1,2,140000,1300,3,1.0248
5.975,1,1,2,170000,1700,3,1.0248
5.975,2,1,2,140000,1600,3,1.0248
38.1393,3,3,2,160000,1900,3,1.0248
38.1393,3,3,2,150000,1600,3,1.0248
38.1393,3,3,2,220000,2500,3,1.0248
38.1393,2,3,2,190000,1300,3,1.0248
38.1393,2,3,2,200000,2300,3,1.0248
38.1393,2,3,2,160000,2100,3,1.0248
38.1393,3,3,2,240000,2300,3,1.0248
38.1393,3,3,2,240000,2500,3,1.0248
38.1393,3,3,2,180000,1900,3,1.0248
38.1393,3,3,2,170000,1900,3,1.0248
38.1393,3,3,2,240000,2200,3,1.0248
38.1393,3,3,2,190000,2000,3,1.0248
38.1393,3,3,2,130000,2100,3,1.0248
38.1393,2,3,2,130000,2100,3,1.0248
38.1393,2,3,2,160000,1900,3,1.0248
38.1393,2,3,2,150000,1600,3,1.0248
38.1393,2,3,2,200000,2100,3,1.0248
11.1737,3,4,2,160000,1600,3,1.0248
11.1737,1,4,2,240000,1200,1,1.0248
11.1737,1,4,2,200000,2200,3,1.0248
11.1737,1,4,2,120000,1100,1,1.0248
11.1737,2,4,2,240000,1600,3,1.0248
5.975,1,1,2,150000,1400,3,1.0248
5.975,3,1,2,160000,1700,3,1.0248
5.975,1,1,2,280000,1200,1,1.0248
5.975,1,1,2,280000,1300,1,1.0248
5.975,1,1,2,140000,1400,3,1.0248
5.975,3,1,2,150000,1700,3,1.0248
5.975,3,1,2,150000,1900,3,1.0248
38.1393,1,3,2,240000,1600,3,1.0248
11.1737,3,4,2,120000,1800,3,1.0248
38.1393,3,3,2,160000,1700,3,1.0248
8.0773,2,2,2,150000,1700,3,1.0248
11.1737,2,4,2,200000,2200,3,1.0248
11.1737,3,4,2,170000,1600,3,1.0248
5.975,1,1,2,95000,1300,3,1.0248
5.975,3,1,2,200000,1900,1,1.0248
5.975,3,1,2,180000,1700,3,1.0248
5.975,1,1,2,180000,1900,3,1.0248
5.975,1,1,2,180000,1900,3,1.0248
5.975,1,1,2,140000,1600,3,1.0248
5.975,1,1,2,180000,1600,3,1.0248
5.975,1,1,2,160000,1600,3,1.0248
8.0773,1,2,2,89000,1500,3,1.0248
8.0773,1,2,2,180000,2000,3,1.0248
8.0773,3,2,2,120000,2000,3,1.0248
11.1737,2,4,2,170000,1600,3,1.0248
7.4491,3,5,3,160000,1900,3,1.0248
11.1737,2,4,2,190000,1800,3,1.0248
5.975,3,1,2,180000,1900,3,1.0248
5.975,3,1,2,110000,1600,3,1.0248
5.975,3,1,2,100000,1300,3,1.0248
5.975,1,1,2,280000,1900,3,1.0248
5.975,3,1,2,85000,1100,3,1.0248
5.975,3,1,2,150000,1900,3,1.0248
5.975,1,1,2,160000,1200,3,1.0248
5.975,3,1,2,85000,1300,3,1.0248
5.975,1,1,2,280000,1900,3,1.0248
5.975,3,1,2,98000,1400,3,1.0248
38.1393,2,3,2,210000,2300,3,1.0248
8.0773,1,2,2,180000,2000,3,1.0248
8.0773,3,2,2,130000,1500,1,1.0248
8.0773,3,2,2,120000,1500,1,1.0248
8.0773,1,2,2,180000,1500,1,1.0248
23.3053,1,4,1,92000,1200,3,0.9168
71.3286,3,3,1,90000,1200,3,0.9168
71.3286,3,3,1,81000,1200,3,0.9168
23.3053,1,4,1,70000,780,1,0.9168
71.3286,1,4,1,87000,1200,3,0.9168
23.3053,1,4,1,92000,1200,3,0.9168
71.3286,2,3,1,81000,1000,3,0.9168
23.3053,1,4,1,120000,1200,3,0.9168
16.3727,1,2,1,84000,1100,3,0.9168
16.3727,1,2,1,77000,920,3,0.9168
16.3727,1,2,1,85000,960,1,0.9168
16.3727,1,2,1,87000,1100,3,0.9168
16.3727,1,2,1,80000,980,1,0.9168
16.3727,1,2,1,84000,1100,1,0.9168
16.3727,1,2,1,85000,1100,1,0.9168
16.3727,1,2,1,90000,1100,3,0.9168
16.3727,1,2,1,89000,1200,3,0.9168
16.3727,1,2,1,92000,1200,3,0.9168
16.3727,1,2,1,87000,1100,3,0.9168
16.3727,1,2,1,84000,1100,3,0.9168
71.3286,2,3,1,88000,1300,3,0.9168
71.3286,3,3,1,130000,1200,3,0.9168
71.3286,3,3,1,89000,1200,3,0.9168
16.3727,3,2,1,64000,1200,3,0.9168
16.3727,1,2,1,79000,960,1,0.9168
16.3727,3,2,1,72000,1100,3,0.9168
16.3727,1,2,1,73000,920,3,0.9168
16.3727,1,2,1,95000,1300,3,0.9168
16.3727,1,2,1,87000,1100,3,0.9168
16.3727,1,2,1,64000,740,1,0.9168
16.3727,1,2,1,70000,740,1,0.9168
16.3727,1,2,1,69000,740,1,0.9168
16.3727,1,2,1,77000,1100,3,0.9168
16.3727,1,2,1,89000,1200,3,0.9168
16.3727,1,2,1,90000,1100,3,0.9168
12.7667,1,1,1,95000,1200,3,0.9168
71.3286,3,3,1,92000,1200,3,0.9168
23.3053,3,3,1,89000,1200,3,0.9168
12.7667,1,1,1,100000,1200,3,0.9168
12.7667,1,1,1,80000,1100,3,0.9168
12.7667,3,1,1,83000,780,1,0.9168
71.3286,3,3,1,81000,1000,3,0.9168
71.3286,1,3,1,76000,900,1,0.9168
71.3286,2,3,1,92000,1200,3,0.9168
71.3286,3,3,1,89000,1200,3,0.9168
71.3286,2,3,1,85000,1200,3,0.9168
71.3286,2,3,1,79000,960,1,0.9168
71.3286,3,3,1,91000,1200,3,0.9168
71.3286,3,3,1,95000,1300,3,0.9168
71.3286,3,3,1,69000,1100,3,0.9168
12.7667,2,3,1,65000,660,1,0.9168
12.7667,1,1,1,70000,780,1,0.9168
71.3286,2,3,1,97000,920,3,0.9168
16.3727,1,2,1,76000,900,1,0.9168
16.3727,1,2,1,120000,1200,3,0.9168
16.3727,1,2,1,67000,1100,3,0.9168
71.3286,3,3,1,92000,1200,3,0.9168
23.3053,2,4,1,92000,1200,3,0.9168
12.7667,1,1,1,75000,950,1,0.9168
12.7667,1,1,1,79000,950,1,0.9168
12.7667,1,1,1,84000,1100,3,0.9168
16.3727,1,2,1,84000,1100,3,0.9168
12.7667,3,1,1,55000,780,1,0.9168
16.3727,1,2,1,84000,1100,3,0.9168
23.7762,3,5,3,160000,1900,3,1.085
35.6643,3,3,2,170000,2000,3,1.085
11.6526,3,4,2,210000,2100,3,1.085
11.6526,3,4,2,150000,1600,3,1.085
11.6526,3,4,2,130000,1100,3,1.085
11.6526,3,4,2,140000,1300,3,1.085
11.6526,3,4,2,140000,1300,1,1.085
11.6526,3,4,2,160000,1600,3,1.085
11.6526,1,4,2,130000,1200,1,1.085
11.6526,1,4,2,190000,1200,1,1.085
11.6526,1,4,2,180000,910,1,1.085
11.6526,1,4,2,170000,1200,3,1.085
11.6526,1,4,2,150000,1600,3,1.085
35.6643,4,3,2,180000,2100,3,1.085
11.6526,1,4,2,150000,1400,3,1.085
11.6526,2,4,2,210000,1100,3,1.085
11.6526,1,4,2,170000,2000,3,1.085
11.6526,1,4,2,150000,1500,3,1.085
11.6526,1,4,2,180000,2100,3,1.085
11.6526,1,4,2,140000,1300,3,1.085
11.6526,1,4,2,110000,1300,1,1.085
11.6526,1,4,2,250000,1300,3,1.085
11.6526,1,4,2,130000,1200,1,1.085
11.6526,1,4,2,120000,1100,1,1.085
11.6526,1,4,2,150000,1500,1,1.085
6.3833,1,1,2,210000,1700,3,1.085
35.6643,3,3,2,170000,2000,3,1.085
35.6643,3,3,2,240000,2500,3,1.085
35.6643,3,3,2,160000,1800,3,1.085
35.6643,3,3,2,190000,2500,3,1.085
35.6643,3,3,2,150000,1600,3,1.085
8.1864,1,2,2,160000,1700,3,1.085
8.1864,1,2,2,140000,1500,3,1.085
8.1864,3,2,2,170000,1900,3,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,3,2,2,150000,1500,3,1.085
8.1864,1,2,2,120000,1500,3,1.085
8.1864,1,2,2,170000,1900,3,1.085
8.1864,1,2,2,140000,1600,3,1.085
8.1864,3,2,2,150000,1700,1,1.085
8.1864,3,2,2,140000,1300,3,1.085
8.1864,3,2,2,140000,1700,3,1.085
8.1864,3,2,2,150000,2400,3,1.085
35.6643,3,3,2,210000,2200,3,1.085
35.6643,2,3,2,150000,1800,3,1.085
35.6643,3,3,2,87000,1600,3,1.085
35.6643,3,3,2,110000,1700,3,1.085
35.6643,3,3,2,130000,1900,3,1.085
8.1864,3,2,2,150000,1600,3,1.085
8.1864,1,2,2,250000,1600,3,1.085
8.1864,1,2,2,120000,1600,3,1.085
8.1864,1,2,2,120000,1600,3,1.085
8.1864,1,2,2,150000,1500,1,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,1,2,2,140000,1400,1,1.085
8.1864,1,2,2,140000,1700,1,1.085
8.1864,1,2,2,150000,1500,3,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,1,2,2,250000,1600,3,1.085
8.1864,1,2,2,160000,1700,1,1.085
8.1864,1,2,2,130000,1400,1,1.085
8.1864,3,2,2,250000,1900,3,1.085
8.1864,3,2,2,100000,1700,3,1.085
8.1864,3,2,2,250000,2100,3,1.085
11.6526,2,4,2,150000,1600,3,1.085
8.1864,3,2,2,180000,2200,3,1.085
8.1864,1,2,2,120000,1500,3,1.085
8.1864,3,2,2,180000,2400,3,1.085
8.1864,2,2,2,250000,2200,3,1.085
11.6526,1,4,2,140000,1400,3,1.085
11.6526,2,4,2,96000,1100,1,1.085
11.6526,4,4,2,140000,1300,3,1.085
11.6526,1,4,2,140000,1300,1,1.085
7.7684,3,5,3,280000,3100,3,1.085
11.6526,2,4,2,120000,1500,3,1.085
11.6526,2,4,2,160000,1400,3,1.085
6.3833,3,1,2,110000,1600,3,1.085
6.3833,1,1,2,160000,1700,3,1.085
6.3833,1,1,2,150000,1400,3,1.085
6.3833,2,1,2,150000,1600,3,1.085
35.6643,2,3,2,130000,1500,3,1.085
35.6643,3,3,2,240000,2500,3,1.085
35.6643,3,3,2,170000,1600,3,1.085
35.6643,2,3,2,210000,1700,3,1.085
8.1864,1,2,2,160000,1700,3,1.085
35.6643,3,3,2,180000,2100,3,1.085
11.6526,1,4,2,140000,1500,3,1.085
11.6526,2,4,2,130000,1500,3,1.085
11.6526,2,4,2,160000,1600,3,1.085
11.6526,2,4,2,140000,1400,3,1.085
11.6526,2,4,2,96000,1300,3,1.085
6.3833,1,1,2,150000,1500,3,1.085
6.3833,1,1,2,120000,1300,3,1.085
6.3833,3,1,2,140000,1900,3,1.085
6.3833,3,1,2,100000,1300,3,1.085
6.3833,1,1,2,110000,1400,3,1.085
6.3833,1,1,2,150000,1600,3,1.085
35.6643,3,3,2,170000,2500,3,1.085
11.6526,2,3,2,200000,2500,3,1.085
35.6643,3,3,2,180000,2100,3,1.085
35.6643,3,3,2,100000,1500,3,1.085
35.6643,2,3,2,140000,1500,3,1.085
35.6643,2,3,2,150000,2000,3,1.085
35.6643,2,3,2,160000,1700,3,1.085
35.6643,2,3,2,160000,2200,3,1.085
35.6643,3,3,2,240000,2500,3,1.085
35.6643,3,3,2,180000,1900,3,1.085
35.6643,3,3,2,150000,2100,3,1.085
35.6643,2,3,2,170000,2100,3,1.085
35.6643,2,3,2,180000,2500,3,1.085
35.6643,2,3,2,240000,1700,3,1.085
35.6643,3,3,2,240000,2500,3,1.085
35.6643,2,3,2,200000,2500,3,1.085
35.6643,3,3,2,180000,2100,3,1.085
35.6643,2,3,2,180000,2300,3,1.085
35.6643,3,3,2,240000,2500,3,1.085
35.6643,2,3,2,160000,1400,3,1.085
35.6643,3,3,2,190000,2500,3,1.085
11.6526,3,4,2,190000,1800,3,1.085
11.6526,2,4,2,200000,1800,3,1.085
11.6526,3,4,2,170000,2000,3,1.085
11.6526,1,4,2,180000,1500,1,1.085
11.6526,1,4,2,120000,910,1,1.085
11.6526,1,4,2,150000,1600,3,1.085
11.6526,1,4,2,150000,1500,3,1.085
11.6526,2,4,2,190000,1900,3,1.085
11.6526,1,4,2,160000,1800,3,1.085
11.6526,1,4,2,170000,2000,3,1.085
6.3833,1,1,2,130000,1200,3,1.085
6.3833,3,1,2,130000,1300,3,1.085
6.3833,3,1,2,140000,1300,3,1.085
6.3833,1,1,2,130000,1500,3,1.085
6.3833,3,1,2,180000,1600,3,1.085
6.3833,1,1,2,170000,1200,3,1.085
11.6526,3,4,2,150000,1300,3,1.085
8.1864,3,2,2,120000,1700,3,1.085
8.1864,1,2,2,140000,1400,3,1.085
8.1864,1,2,2,160000,1700,3,1.085
8.1864,1,2,2,120000,1400,3,1.085
8.1864,3,2,2,130000,1300,3,1.085
8.1864,1,2,2,170000,1800,3,1.085
6.3833,3,1,2,140000,1300,3,1.085
6.3833,1,1,2,210000,1600,1,1.085
6.3833,1,1,2,140000,1300,3,1.085
6.3833,1,1,2,140000,1400,3,1.085
6.3833,3,1,2,140000,1700,3,1.085
35.6643,2,3,2,150000,1600,3,1.085
35.6643,3,3,2,180000,2200,3,1.085
8.1864,1,2,2,150000,1600,3,1.085
8.1864,1,2,2,120000,1600,3,1.085
11.6526,2,4,2,140000,1500,3,1.085
6.3833,1,1,2,280000,1600,3,1.085
6.3833,1,1,2,280000,1700,1,1.085
6.3833,3,1,2,160000,1700,3,1.085
6.3833,1,1,2,150000,1600,3,1.085
35.6643,3,3,2,150000,1900,3,1.085
6.3833,3,3,2,170000,2100,3,1.085
79.4143,1,3,1,95000,1200,3,0.9574
79.4143,1,3,1,68000,1200,3,0.9574
79.4143,3,3,1,95000,1200,3,0.9574
25.5579,3,4,1,65000,730,1,0.9574
25.5579,2,4,1,95000,700,1,0.9574
18.2182,1,4,1,57000,730,1,0.9574
18.2182,1,4,1,57000,730,1,0.9574
25.5579,1,4,1,73000,900,1,0.9574
79.4143,2,3,1,99000,1300,3,0.9574
79.4143,2,3,1,61000,660,1,0.9574
25.5579,1,4,1,66000,800,3,0.9574
18.2182,1,2,1,84000,1100,3,0.9574
18.2182,1,2,1,99000,1300,3,0.9574
18.2182,1,2,1,95000,1200,3,0.9574
25.5579,1,2,1,95000,1200,3,0.9574
18.2182,1,2,1,85000,1100,3,0.9574
18.2182,1,2,1,99000,1300,3,0.9574
18.2182,1,2,1,84000,1100,3,0.9574
18.2182,1,2,1,94000,1200,3,0.9574
18.2182,1,2,1,70000,1200,3,0.9574
18.2182,1,2,1,88000,1100,3,0.9574
18.2182,1,2,1,88000,1100,1,0.9574
18.2182,1,2,1,95000,1200,3,0.9574
25.5579,1,2,1,87000,1100,3,0.9574
18.2182,1,2,1,95000,1200,3,0.9574
18.2182,1,2,1,85000,1100,3,0.9574
79.4143,3,3,1,95000,1200,3,0.9574
18.2182,3,2,1,99000,1300,3,0.9574
18.2182,2,2,1,95000,1200,3,0.9574
25.5579,2,4,1,73000,900,1,0.9574
16.25,1,1,1,84000,1100,1,0.9574
16.25,1,1,1,110000,1200,3,0.9574
79.4143,3,3,1,95000,1200,3,0.9574
79.4143,3,3,1,69000,840,1,0.9574
79.4143,2,3,1,130000,1200,3,0.9574
16.25,2,1,1,95000,1200,3,0.9574
16.25,1,1,1,95000,1100,1,0.9574
16.25,1,1,1,92000,1200,3,0.9574
79.4143,3,3,1,100000,1300,1,0.9574
79.4143,3,3,1,90000,1200,3,0.9574
79.4143,3,3,1,130000,1200,3,0.9574
79.4143,2,3,1,59000,840,1,0.9574
79.4143,1,3,1,65000,920,3,0.9574
79.4143,3,3,1,95000,1200,3,0.9574
79.4143,3,3,1,94000,1300,3,0.9574
79.4143,3,3,1,130000,1300,1,0.9574
79.4143,2,3,1,53000,920,3,0.9574
18.2182,1,2,1,120000,1200,3,0.9574
18.2182,1,2,1,100000,1300,3,0.9574
16.25,1,1,1,150000,840,1,0.9574
