WEIGHT,STATUS,FINALDEST,FOOTINGS,LEASE,LOCATION,REGION,PIERS,SECURED,TITLED,SECTIONS,PRICE,SQFT,BEDROOMS,SHIPMONTH,WGTADJ,jstatus,jprice,jsqft,jbedroom,jlease,jfinaldest,jtitle,jsecured,jlocation,jfootings,jpiers
7.6773,1,2,9,2,9,2,9,9,9,2,140000,1200,3,202202,1.0442,2,1,2,2,2,2,3,3,3,3,3
6.1583,1,2,9,2,9,1,9,9,9,2,150000,1500,1,202202,1.0442,1,1,1,1,1,1,3,3,3,3,3
7.6773,1,2,9,2,9,2,9,9,9,2,130000,1500,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
35.125,1,2,9,2,9,3,9,9,9,2,180000,1700,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
7.6773,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202202,1.0442,2,1,1,1,1,1,3,3,3,3,3
35.125,1,2,9,2,9,3,9,9,9,2,180000,2100,3,202202,1.0442,1,1,1,1,1,1,3,3,3,3,3
7.6773,1,2,9,2,9,2,9,9,9,2,160000,2000,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
35.125,1,2,9,2,9,3,9,9,9,2,170000,2000,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
35.125,2,2,9,2,9,3,9,9,9,2,200000,2500,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
7.6773,1,2,9,2,9,2,9,9,9,2,150000,1500,3,202202,1.0442,1,1,1,1,1,1,3,3,3,3,3
35.125,1,2,9,2,9,3,9,9,9,2,120000,1600,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
35.125,1,2,9,2,9,3,9,9,9,2,120000,1100,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
7.6773,1,2,9,2,9,2,9,9,9,2,120000,1300,3,202202,1.0442,2,2,2,2,2,2,3,3,3,3,3
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
35.125,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,1,3,3,3,3,3,3,3,3,3,3
10.5737,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
7.0491,3,9,9,9,9,5,9,9,9,3,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
35.125,3,9,9,9,9,5,9,9,9,2,9,9,9,202202,1.0442,2,3,3,3,3,3,3,3,3,3,3
86.6571,2,1,5,2,3,3,1,2,2,1,53000,980,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
86.6571,2,1,4,2,2,3,1,1,3,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
25.4316,1,1,4,2,1,4,3,1,2,1,150000,900,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
25.4316,2,1,3,2,1,4,3,1,2,1,63000,590,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
25.4316,2,1,3,1,1,4,1,1,2,1,9,1100,3,202203,0.9732,1,3,1,1,1,1,1,1,1,1,1
25.4316,1,1,3,2,1,4,1,1,2,1,92000,1100,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
25.4316,2,1,4,2,1,4,3,1,2,1,78000,1100,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
25.4316,1,1,3,2,1,4,1,1,2,1,92000,1100,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
16.2333,1,1,3,1,1,1,1,1,3,1,9,900,1,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
16.2333,1,1,3,1,1,1,1,1,3,1,9,1100,3,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
16.2333,1,1,3,1,1,1,1,1,3,1,9,900,1,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
16.2333,1,1,3,2,1,1,1,1,3,1,120000,630,1,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
16.2333,2,1,3,2,1,1,1,1,3,1,73000,750,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,4,2,2,3,1,2,2,1,83000,920,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
18.4727,1,1,3,2,1,2,1,1,1,1,65000,1100,1,202203,0.9732,2,2,2,2,1,1,2,1,1,1,1
18.4727,1,1,3,2,1,2,1,1,2,1,90000,1100,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
18.4727,2,1,3,2,1,2,1,1,2,1,95000,960,1,202203,0.9732,2,2,2,2,2,2,2,2,1,2,2
18.4727,2,1,3,2,1,2,1,1,1,1,90000,1100,3,202203,0.9732,2,2,2,2,2,2,1,1,2,1,1
25.4316,2,1,3,1,1,2,1,1,1,1,9,1200,3,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
18.4727,1,1,3,2,1,2,1,1,2,1,100000,1300,3,202203,0.9732,2,1,2,2,2,2,1,1,2,1,1
18.4727,2,1,3,1,1,2,1,1,1,1,9,920,1,202203,0.9732,2,3,2,2,2,2,2,2,2,1,2
18.4727,2,1,4,2,1,2,1,1,2,1,83000,920,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
18.4727,2,1,3,2,1,2,1,1,2,1,99000,1200,3,202203,0.9732,2,1,1,1,2,2,1,1,2,1,1
18.4727,2,1,4,2,3,2,1,1,2,1,89000,1200,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,3,2,1,2,1,1,2,1,99000,1200,3,202203,0.9732,2,1,1,1,2,2,1,1,2,1,1
86.6571,2,1,3,2,3,3,1,1,3,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,3,2,3,3,1,1,2,1,85000,960,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,1,1,3,1,1,3,1,1,1,1,9,960,1,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
86.6571,2,1,3,2,1,3,1,1,1,1,63000,1200,3,202203,0.9732,2,2,2,2,2,2,2,2,2,1,1
18.4727,2,1,3,2,1,2,1,1,1,1,78000,840,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
18.4727,1,1,3,2,1,2,1,1,3,1,56000,920,3,202203,0.9732,2,2,2,2,2,2,1,1,2,1,1
18.4727,1,1,3,2,1,2,1,1,2,1,81000,740,1,202203,0.9732,2,2,2,2,2,2,2,1,2,1,1
18.4727,2,1,3,1,1,2,1,1,2,1,9,1100,3,202203,0.9732,2,3,1,1,2,2,1,1,1,1,1
86.6571,1,1,4,1,3,3,1,1,2,1,9,1300,3,202203,0.9732,1,3,1,1,1,1,1,1,1,1,1
18.4727,2,1,3,2,1,2,1,1,2,1,120000,1200,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,3,2,3,2,1,1,2,1,100000,1300,3,202203,0.9732,2,1,1,1,2,2,1,1,1,1,1
18.4727,2,1,3,2,3,2,1,2,2,1,120000,1300,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,3,2,1,2,1,1,2,1,100000,1100,1,202203,0.9732,2,2,2,2,2,2,1,1,2,1,1
25.4316,2,1,3,2,2,4,1,2,2,1,92000,1100,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,3,2,3,3,1,1,2,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
18.4727,2,1,3,2,1,2,1,2,2,1,90000,1100,3,202203,0.9732,2,1,1,1,1,2,1,1,2,1,1
18.4727,2,1,3,2,1,2,1,2,2,1,79000,1100,1,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,3,2,1,2,1,1,2,1,85000,960,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,3,2,1,3,1,1,2,1,53000,900,1,202203,0.9732,2,2,2,2,2,2,1,1,2,1,1
16.2333,2,1,3,2,1,1,1,1,2,1,55000,980,1,202203,0.9732,2,2,2,2,2,2,1,2,2,2,2
16.2333,1,1,3,1,1,1,1,1,2,1,9,980,1,202203,0.9732,1,3,1,1,1,1,1,1,1,1,1
16.2333,1,1,3,1,1,1,1,1,1,1,9,1100,3,202203,0.9732,2,3,2,2,2,2,2,2,2,2,2
16.2333,2,1,3,2,1,1,1,1,2,1,150000,1100,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
86.6571,2,1,3,2,3,3,1,1,1,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,3,2,3,3,1,1,2,1,78000,840,1,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,5,2,3,3,1,1,2,1,86000,980,3,202203,0.9732,1,1,1,1,1,1,1,1,1,1,1
86.6571,2,1,4,2,3,3,1,1,2,1,59000,1100,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
86.6571,2,1,3,2,3,3,1,1,2,1,100000,1200,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
25.4316,2,1,1,2,1,4,0,0,2,1,79000,860,1,202203,0.9732,1,1,1,1,1,1,1,2,1,1,2
16.2333,1,1,1,1,1,1,0,0,1,1,9,900,1,202203,0.9732,1,3,1,1,1,1,1,2,1,1,2
16.2333,1,1,1,2,1,1,0,0,1,1,150000,750,1,202203,0.9732,2,2,2,2,2,2,1,2,2,1,2
18.4727,1,1,1,2,1,2,0,0,1,1,84000,960,1,202203,0.9732,2,2,2,2,2,2,1,2,1,1,2
18.4727,1,1,1,2,3,2,0,0,2,1,99000,1200,3,202203,0.9732,2,1,1,1,1,1,1,2,1,1,2
18.4727,2,1,1,2,3,2,0,0,2,1,120000,1200,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
16.2333,2,1,1,2,1,1,0,0,1,1,94000,1100,3,202203,0.9732,1,1,1,1,1,1,1,2,1,1,2
16.2333,2,1,2,2,1,1,0,0,2,1,85000,960,1,202203,0.9732,1,1,1,1,1,1,1,2,1,1,2
16.2333,2,1,1,2,2,1,0,0,2,1,93000,960,1,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,1,2,1,2,0,0,3,1,85000,960,1,202203,0.9732,1,1,1,1,1,1,1,2,1,1,2
16.2333,2,1,2,2,1,1,0,0,1,1,85000,950,1,202203,0.9732,2,1,1,1,2,2,1,2,2,1,2
16.2333,2,1,1,2,1,1,0,0,2,1,90000,1100,1,202203,0.9732,2,1,2,2,2,2,2,2,2,2,2
16.2333,1,1,1,2,1,1,0,0,2,1,90000,1100,1,202203,0.9732,1,1,1,1,1,1,1,2,1,1,2
86.6571,2,1,2,2,1,3,0,0,2,1,130000,1300,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
18.4727,2,1,1,2,1,2,0,0,2,1,88000,1300,3,202203,0.9732,2,2,2,2,2,2,2,2,2,2,2
86.6571,1,2,9,2,9,3,9,9,9,1,85000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,85000,950,1,202203,0.9732,2,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
25.4316,1,2,9,2,9,4,9,9,9,1,64000,590,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
25.4316,1,2,9,2,9,4,9,9,9,1,94000,1100,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,100000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,90000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,85000,960,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,99000,1200,3,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,78000,840,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,96000,1200,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,100000,1300,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,86000,1100,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,85000,960,1,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
25.4316,1,2,9,2,9,4,9,9,9,1,110000,860,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,100000,1300,3,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,3,9,9,9,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,96000,1200,3,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,88000,1000,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,110000,1000,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,110000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,150000,860,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,78000,840,1,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,83000,920,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,100000,1300,3,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,1,9,2,9,9,9,1,9,920,3,202203,0.9732,1,3,1,1,1,1,3,3,3,3,3
25.4316,1,2,9,2,9,4,9,9,9,1,92000,1100,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,94000,1100,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,60000,920,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
16.2333,2,2,9,2,9,1,9,9,9,1,110000,980,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,80000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,2,2,9,2,9,3,9,9,9,1,100000,1300,3,202203,0.9732,2,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,70000,1100,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,91000,1100,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,75000,740,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,83000,920,1,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,78000,840,1,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,99000,1200,3,202203,0.9732,1,1,1,1,1,1,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,63000,840,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,72000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,85000,950,1,202203,0.9732,2,1,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,71000,1000,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
16.2333,1,2,9,2,9,1,9,9,9,1,87000,950,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,80000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,58000,840,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
18.4727,1,2,9,2,9,2,9,9,9,1,82000,1200,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,1,2,9,2,9,3,9,9,9,1,130000,1300,3,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,2,2,9,2,9,3,9,9,9,1,53000,840,1,202203,0.9732,2,2,2,2,2,2,3,3,3,3,3
86.6571,3,9,9,9,9,5,9,9,9,1,9,9,9,202203,0.9732,2,3,3,3,3,3,3,3,3,3,3
86.6571,3,9,9,9,9,5,9,9,9,1,9,9,9,202203,0.9732,2,3,3,3,3,3,3,3,3,3,3
12.7158,1,1,3,2,3,4,1,2,1,2,140000,1500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,1,1,2,210000,2100,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,2,4,1,1,2,2,220000,1800,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,5,2,3,4,1,3,1,2,96000,1300,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,1,1,1,2,170000,1900,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,1,2,130000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,3,1,2,2,120000,1300,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,3,2,1,4,3,1,2,2,150000,1500,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,3,4,3,2,3,2,180000,1700,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,1,2,2,180000,1700,3,202203,1.0465,2,2,2,2,2,2,2,1,1,1,1
12.7158,1,1,3,2,2,4,1,1,1,2,300000,1500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
8.4772,2,1,3,2,3,5,3,2,1,3,290000,3100,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,4,2,1,4,1,1,2,2,210000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,3,2,3,2,190000,1700,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,3,4,1,1,2,2,170000,1700,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,140000,2500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,3,1,1,2,2,130000,1700,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,150000,1600,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,1,1,4,2,1,4,3,1,2,2,150000,910,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,2,1,2,2,300000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,1,2,120000,910,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,1,2,300000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,1,2
12.7158,1,1,4,2,1,4,3,1,2,2,300000,1500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,2,3,2,150000,1600,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,2,4,1,1,2,2,140000,1200,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,2,2,96000,1800,3,202203,1.0465,2,2,2,2,2,2,2,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,2,2,170000,1800,1,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,4,2,1,4,3,1,2,2,200000,1200,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
8.4772,2,1,3,2,1,5,1,1,2,3,260000,2000,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,4,2,1,4,3,1,2,2,180000,2000,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,1,1,3,1,1,4,1,1,2,2,9,1500,3,202203,1.0465,1,3,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,2,1,4,1,1,2,2,180000,2200,3,202203,1.0465,2,1,1,1,2,2,1,1,1,1,1
12.7158,1,1,5,2,3,4,1,1,2,2,180000,1500,3,202203,1.0465,2,2,2,2,2,2,1,2,2,2,2
12.7158,2,1,3,2,1,4,1,1,2,2,180000,2100,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,3,1,1,3,2,150000,2000,3,202203,1.0465,2,2,2,2,2,2,1,1,2,1,1
43.3286,2,1,3,2,1,3,1,1,2,2,170000,1900,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,4,2,3,3,1,2,2,2,110000,1100,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,2,2,240000,2400,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,2,3,1,1,2,2,130000,1100,1,202203,1.0465,2,1,1,1,2,2,1,1,2,1,1
43.3286,2,1,4,2,3,3,1,1,2,2,87000,1100,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,1,2,170000,2100,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,4,2,3,3,1,1,1,2,140000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,1,1,5,2,3,3,1,1,1,2,120000,1700,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,1,3,1,1,2,2,120000,1100,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,160000,1700,1,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,1,3,1,1,3,2,180000,2100,3,202203,1.0465,2,1,1,1,2,2,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,2,2,160000,1700,3,202203,1.0465,2,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,1,1,2,120000,1800,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,2,1,3,2,1,4,3,1,1,2,150000,1600,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,160000,1800,3,202203,1.0465,2,1,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,250000,1600,1,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,130000,1200,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
6.1576,2,1,3,2,1,5,1,1,1,3,230000,3100,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,5,2,2,2,4,1,2,2,130000,1200,3,202203,1.0465,2,1,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1800,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1700,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,1,1,3,2,1,2,1,1,1,2,100000,1700,3,202203,1.0465,2,2,2,2,2,2,1,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,130000,1500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,150000,1600,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,4,2,3,2,1,1,2,2,150000,2000,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,3,2,3,3,1,1,2,2,160000,1700,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
43.3286,2,1,5,2,3,3,1,1,2,2,140000,1900,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,130000,1800,3,202203,1.0465,2,2,2,2,2,2,2,1,2,1,1
9.2364,2,1,3,2,1,2,1,3,1,2,160000,1700,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
12.7158,2,1,3,1,1,2,1,1,1,2,9,1200,3,202203,1.0465,2,3,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,1,2,1,1,2,2,170000,1900,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,2,1,1,2,2,120000,1300,3,202203,1.0465,2,2,2,2,2,2,2,1,2,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,150000,1600,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,180000,2100,3,202203,1.0465,2,1,1,1,2,2,1,1,2,1,1
12.7158,2,1,3,1,1,2,1,1,1,2,9,1600,3,202203,1.0465,2,3,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,1,2,1,1,2,2,160000,1700,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,1,2,1,1,2,2,150000,1600,1,202203,1.0465,2,1,1,1,1,2,1,1,2,1,1
9.2364,2,1,3,1,1,2,1,1,2,2,9,1600,3,202203,1.0465,1,3,1,1,1,1,1,1,1,1,1
43.3286,2,1,3,2,2,3,1,2,2,2,110000,1500,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
43.3286,2,1,5,2,3,3,1,1,2,2,170000,2000,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,5,2,3,2,1,1,2,2,110000,2000,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,2,1,3,2,3,2,1,1,2,2,150000,1800,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
9.2364,1,1,3,2,3,2,1,2,3,2,160000,1700,3,202203,1.0465,2,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,160000,1800,3,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,2,3,2,1,1,2,2,110000,1600,3,202203,1.0465,2,2,2,2,2,2,2,2,2,2,2
12.7158,1,1,3,2,3,4,1,1,1,2,140000,1400,1,202203,1.0465,1,1,1,1,1,1,1,1,1,1,1
9.2364,2,1,3,1,2,2,1,1,2,2,9,1600,3,202203,1.0465,2,3,1,1,2,2,1,1,1,1,1
