PRICE,WEIGHT,SQFT,FINALDEST,LEASE,BEDROOMS,STATUS,REGION,TITLED,SECURED,LOCATION,PIERS
130000.0,86.6571,1300.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
53000.0,86.6571,840.0,2.0,2.0,1.0,2.0,3.0,9.0,9.0,9.0,9.0
9.0,86.6571,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
140000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0
210000.0,12.7158,2100.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0
220000.0,12.7158,1800.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
96000.0,12.7158,1300.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,1.0
170000.0,12.7158,1900.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0
130000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0
120000.0,12.7158,1300.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,3.0
150000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
180000.0,12.7158,1700.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0
180000.0,12.7158,1700.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
300000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0
290000.0,8.4772,3100.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,3.0
210000.0,12.7158,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0
190000.0,12.7158,1700.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0
170000.0,12.7158,1700.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0
140000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
130000.0,9.2364,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
150000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
150000.0,12.7158,910.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
300000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0
120000.0,12.7158,910.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0
300000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0
300000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
150000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0
140000.0,12.7158,1200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
96000.0,12.7158,1800.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
170000.0,12.7158,1800.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
200000.0,12.7158,1200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
260000.0,8.4772,2000.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0
180000.0,12.7158,2000.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
9.0,12.7158,1500.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0
180000.0,12.7158,2200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
180000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0
180000.0,12.7158,2100.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
150000.0,9.2364,2000.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0
170000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0
110000.0,43.3286,1100.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0
240000.0,43.3286,2400.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
130000.0,43.3286,1100.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0
87000.0,43.3286,1100.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
170000.0,43.3286,2100.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
140000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
120000.0,43.3286,1700.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0
120000.0,43.3286,1100.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0
160000.0,43.3286,1700.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0
180000.0,43.3286,2100.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0
160000.0,43.3286,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
120000.0,43.3286,1800.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0
150000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0
160000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
250000.0,9.2364,1600.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
130000.0,9.2364,1200.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
230000.0,6.1576,3100.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0
130000.0,9.2364,1200.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0
160000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
160000.0,9.2364,1700.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
100000.0,9.2364,1700.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
130000.0,9.2364,1500.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
150000.0,9.2364,1600.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
150000.0,9.2364,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
160000.0,43.3286,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
140000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
130000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
160000.0,9.2364,1700.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0
9.0,12.7158,1200.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
170000.0,9.2364,1900.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
120000.0,9.2364,1300.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
150000.0,9.2364,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
180000.0,9.2364,2100.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
9.0,12.7158,1600.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
150000.0,9.2364,1600.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
9.0,9.2364,1600.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
110000.0,43.3286,1500.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
170000.0,43.3286,2000.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
110000.0,9.2364,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
150000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
160000.0,9.2364,1700.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0
160000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
110000.0,9.2364,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
140000.0,12.7158,1400.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0
9.0,9.2364,1600.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
150000.0,9.2364,1600.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
160000.0,9.2364,1700.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0
190000.0,9.2364,2400.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
9.0,9.2364,1500.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0
140000.0,12.7158,1300.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0
170000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0
130000.0,12.7158,1100.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0
130000.0,9.2364,1100.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0
150000.0,12.7158,1500.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0
160000.0,12.7158,1700.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
150000.0,12.7158,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0
96000.0,12.7158,2100.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
170000.0,8.1167,1200.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0
170000.0,43.3286,1800.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
120000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
180000.0,43.3286,2000.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
200000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
120000.0,9.2364,1600.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
170000.0,43.3286,2000.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
180000.0,12.7158,2000.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
140000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0
150000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
160000.0,12.7158,1900.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0
150000.0,12.7158,1500.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0
150000.0,12.7158,1500.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
180000.0,8.4772,2600.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,2.0,1.0
170000.0,12.7158,1900.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0
280000.0,8.4772,1800.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0
140000.0,12.7158,1300.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0
85000.0,8.1167,1100.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
100000.0,8.1167,1700.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
120000.0,8.1167,1900.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0
150000.0,8.1167,1500.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
160000.0,8.1167,1500.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
160000.0,8.1167,1700.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0
130000.0,8.1167,1100.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
100000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
130000.0,43.3286,1100.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0
160000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
150000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
150000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
240000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
240000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
87000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
180000.0,43.3286,2000.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
140000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
99000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
150000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
120000.0,43.3286,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
150000.0,43.3286,1800.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
120000.0,43.3286,1500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
200000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
170000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
87000.0,43.3286,1100.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0
210000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
120000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
240000.0,12.7158,1900.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0
220000.0,8.4772,2600.0,1.0,2.0,3.0,2.0,5.0,2.0,0.0,3.0,0.0
130000.0,12.7158,1200.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,3.0,0.0
240000.0,12.7158,1400.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0
180000.0,12.7158,1800.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0
160000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,3.0,0.0
9.0,12.7158,1600.0,1.0,1.0,3.0,1.0,4.0,1.0,0.0,2.0,0.0
150000.0,12.7158,1600.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0
160000.0,12.7158,1800.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,3.0,0.0
120000.0,8.1167,1500.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0
280000.0,8.1167,1500.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
94000.0,8.1167,990.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0
85000.0,8.1167,1100.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,0.0
9.0,8.1167,1100.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
130000.0,8.1167,1200.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
9.0,8.1167,1100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
280000.0,8.1167,1600.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
85000.0,8.1167,1200.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0
200000.0,43.3286,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0
170000.0,12.7158,2000.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0
140000.0,9.2364,1300.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
130000.0,9.2364,1100.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0
160000.0,9.2364,1800.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0
87000.0,43.3286,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0
110000.0,9.2364,1500.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0
110000.0,9.2364,1100.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0
130000.0,8.1167,1200.0,1.0,2.0,3.0,2.0,1.0,3.0,0.0,1.0,0.0
160000.0,8.1167,1700.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0
160000.0,8.1167,1700.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
280000.0,8.1167,1700.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
150000.0,8.1167,1500.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0
99000.0,8.1167,1200.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0
100000.0,8.1167,1200.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0
100000.0,43.3286,1700.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0
170000.0,9.2364,1500.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0
170000.0,9.2364,1900.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0
150000.0,12.7158,2200.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
120000.0,12.7158,910.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
300000.0,12.7158,1700.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
170000.0,12.7158,1900.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
150000.0,43.3286,2000.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
200000.0,43.3286,2200.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
200000.0,43.3286,2400.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,43.3286,1900.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
200000.0,43.3286,2000.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1700.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,12.7158,1500.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,12.7158,1700.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
200000.0,12.7158,1600.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,12.7158,1800.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,9.2364,1600.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0
200000.0,9.2364,2400.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
180000.0,12.7158,2200.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
150000.0,9.2364,2100.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
180000.0,43.3286,2000.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
120000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,43.3286,2500.0,2.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,9.0
170000.0,43.3286,1900.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,9.2364,1700.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
150000.0,8.1167,1300.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
150000.0,9.2364,1400.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1900.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
87000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
180000.0,12.7158,2200.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
180000.0,12.7158,2100.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
200000.0,12.7158,2000.0,2.0,2.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0
150000.0,9.2364,1600.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1500.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
180000.0,9.2364,1700.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1100.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
190000.0,9.2364,1800.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1800.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
120000.0,43.3286,2100.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,43.3286,1900.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,43.3286,2000.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
160000.0,9.2364,2100.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
150000.0,43.3286,2100.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
150000.0,12.7158,1600.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
110000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
230000.0,8.4772,3100.0,2.0,2.0,3.0,1.0,5.0,9.0,9.0,9.0,9.0
160000.0,12.7158,1800.0,2.0,2.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0
220000.0,12.7158,1900.0,2.0,2.0,1.0,1.0,4.0,9.0,9.0,9.0,9.0
120000.0,12.7158,910.0,2.0,2.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0
150000.0,12.7158,1600.0,2.0,2.0,3.0,2.0,4.0,9.0,9.0,9.0,9.0
220000.0,12.7158,1800.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1800.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
180000.0,8.1167,1900.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
190000.0,43.3286,2200.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
110000.0,43.3286,1700.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
120000.0,8.1167,1700.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
160000.0,43.3286,2000.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1500.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
200000.0,28.8857,1800.0,2.0,2.0,1.0,1.0,5.0,9.0,9.0,9.0,9.0
89000.0,9.2364,1100.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0
120000.0,9.2364,1100.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0
190000.0,43.3286,2200.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,9.2364,1800.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
140000.0,9.2364,1700.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
130000.0,9.2364,1200.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
140000.0,8.1167,1300.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
120000.0,8.1167,1200.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
140000.0,9.2364,1600.0,2.0,2.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0
140000.0,43.3286,1600.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,8.1167,1500.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
110000.0,8.1167,1400.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
160000.0,9.2364,1700.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
180000.0,9.2364,1600.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0
140000.0,8.1167,1300.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
130000.0,12.7158,1200.0,2.0,2.0,3.0,1.0,4.0,9.0,9.0,9.0,9.0
160000.0,9.2364,1700.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
150000.0,43.3286,1800.0,2.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,9.0
160000.0,43.3286,1700.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
200000.0,43.3286,2500.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
170000.0,43.3286,2100.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
140000.0,43.3286,1700.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
250000.0,9.2364,2000.0,2.0,2.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0
130000.0,9.2364,1200.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
190000.0,9.2364,2400.0,2.0,2.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0
180000.0,9.2364,2000.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
180000.0,9.2364,2000.0,2.0,2.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0
180000.0,9.2364,2100.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
9.0,43.3286,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
9.0,8.1167,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
9.0,8.1167,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
95000.0,22.3474,1200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0
72000.0,22.3474,590.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0
65000.0,22.3474,780.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0
84000.0,22.3474,1100.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
81000.0,22.3474,1100.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0
