PRICE,WEIGHT,SQFT,FINALDEST,LEASE,BEDROOMS,STATUS,REGION,TITLED,SECURED,LOCATION,PIERS
76000.0,15.7455,1200.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
88000.0,69.1571,1100.0,2.0,2.0,1.0,1.0,3.0,9.0,9.0,9.0,9.0
9.0,15.7455,1300.0,2.0,1.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
90000.0,15.7455,1200.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
85000.0,15.7455,1100.0,2.0,2.0,3.0,2.0,2.0,9.0,9.0,9.0,9.0
100000.0,69.1571,1300.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
68000.0,11.45,870.0,2.0,2.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0
90000.0,69.1571,1200.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
83000.0,15.7455,1300.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
130000.0,69.1571,1200.0,2.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,9.0
80000.0,15.7455,1300.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
82000.0,11.45,1100.0,2.0,2.0,3.0,1.0,1.0,9.0,9.0,9.0,9.0
110000.0,69.1571,1200.0,2.0,2.0,3.0,2.0,3.0,9.0,9.0,9.0,9.0
95000.0,15.7455,1200.0,2.0,2.0,3.0,1.0,2.0,9.0,9.0,9.0,9.0
87000.0,69.1571,1200.0,2.0,2.0,3.0,1.0,3.0,9.0,9.0,9.0,9.0
90000.0,15.7455,1200.0,2.0,2.0,1.0,1.0,2.0,9.0,9.0,9.0,9.0
9.0,1.0,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
9.0,69.1571,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
9.0,69.1571,9.0,9.0,9.0,9.0,3.0,5.0,9.0,9.0,9.0,9.0
140000.0,34.5786,2000.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
130000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
140000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
270000.0,6.193,2600.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0
210000.0,9.2895,1200.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0
140000.0,9.2895,1300.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0
130000.0,9.2895,1700.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0
190000.0,9.2895,2200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0
140000.0,9.2895,1500.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
210000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0
180000.0,9.2895,1400.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
160000.0,9.2895,2000.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
120000.0,9.2895,910.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0
9.0,9.2895,1600.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
150000.0,9.2895,1500.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0
87000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0
140000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
130000.0,34.5786,2100.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
96000.0,9.2895,910.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0
140000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
120000.0,9.2895,1100.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0
9.0,9.2895,1600.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
120000.0,9.2895,1200.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
200000.0,9.2895,1500.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
120000.0,9.2895,910.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0
9.0,9.2895,1100.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
140000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0
260000.0,9.2895,1200.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
150000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0
150000.0,9.2895,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0
9.0,9.2895,910.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
130000.0,9.2895,1300.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3.0
160000.0,9.2895,1800.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
180000.0,9.2895,2200.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0
140000.0,5.725,1300.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0
170000.0,34.5786,2100.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
200000.0,34.5786,2500.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0
110000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
240000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
140000.0,34.5786,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
87000.0,34.5786,1100.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
150000.0,34.5786,2100.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
160000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
140000.0,34.5786,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
310000.0,6.193,3100.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0
170000.0,7.8727,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
130000.0,7.8727,1300.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
140000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0
160000.0,34.5786,2000.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0
160000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0
150000.0,7.8727,1700.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
150000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0
120000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
140000.0,34.5786,2100.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0
150000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
250000.0,7.8727,1800.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
89000.0,7.8727,1300.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
120000.0,7.8727,1100.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
9.0,7.8727,1300.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
120000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
120000.0,7.8727,1200.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
89000.0,7.8727,1200.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
170000.0,7.8727,2100.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
9.0,9.2895,1500.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
9.0,7.8727,1300.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
140000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
9.0,9.2895,1200.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0
160000.0,7.8727,2000.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
160000.0,7.8727,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
150000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
160000.0,7.8727,1800.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0
120000.0,7.8727,1300.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
110000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
150000.0,7.8727,1800.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
110000.0,34.5786,2200.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
100000.0,7.8727,1500.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0
89000.0,7.8727,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0
160000.0,7.8727,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
170000.0,9.2895,2100.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0
200000.0,7.8727,2400.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0
190000.0,7.8727,2400.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0
140000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
190000.0,7.8727,2400.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0
150000.0,9.2895,1700.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0
140000.0,9.2895,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0
200000.0,9.2895,2100.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0
170000.0,9.2895,2200.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0
9.0,9.2895,1600.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0
140000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0
9.0,9.2895,1600.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0
160000.0,9.2895,1800.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0
96000.0,9.2895,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,1.0
140000.0,5.725,1600.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0
160000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
140000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0
140000.0,7.8727,1400.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0
87000.0,34.5786,1500.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0
120000.0,9.2895,1600.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0
110000.0,9.2895,1100.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0
180000.0,6.193,2900.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0
210000.0,9.2895,2100.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0
120000.0,9.2895,1100.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0
140000.0,9.2895,1500.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0
220000.0,6.193,2900.0,1.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0
210000.0,5.725,1700.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
170000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0
85000.0,5.725,1200.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0
130000.0,5.725,1300.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
180000.0,5.725,1300.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
140000.0,5.725,1600.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0
140000.0,5.725,1600.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
210000.0,5.725,1700.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0
140000.0,5.725,1600.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0
100000.0,5.725,1300.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0
87000.0,34.5786,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
170000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
240000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0
180000.0,34.5786,2300.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
140000.0,34.5786,1800.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
170000.0,34.5786,2000.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0
130000.0,34.5786,2300.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
110000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
240000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
130000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
150000.0,34.5786,1700.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
190000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0
130000.0,34.5786,1900.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0
87000.0,34.5786,1600.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0
190000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0
150000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0
190000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0
160000.0,7.8727,1400.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0
190000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0
220000.0,9.2895,1400.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0
180000.0,9.2895,1200.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0
220000.0,9.2895,1100.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,3.0,0.0
9.0,5.725,1100.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0
150000.0,5.725,1700.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0
120000.0,5.725,1600.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0
140000.0,5.725,1700.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0
200000.0,5.725,1700.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0
120000.0,5.725,990.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
280000.0,5.725,1500.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0
130000.0,5.725,1600.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0
170000.0,34.5786,2000.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0
150000.0,9.2895,1700.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0
110000.0,7.8727,1600.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0
210000.0,34.5786,2500.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0
160000.0,7.8727,2000.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0
120000.0,7.8727,2000.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,3.0,0.0
140000.0,9.2895,1600.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,0.0
230000.0,9.2895,2200.0,1.0,2.0,3.0,2.0,4.0,2.0,0.0,2.0,0.0
110000.0,5.725,990.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
130000.0,5.725,1200.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0
150000.0,5.725,1700.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0
100000.0,5.725,1200.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0
120000.0,5.725,1600.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0
